database	model	descr	ncurated	nllm	ninter	generatio	bgratio	non_hgcn	ndup	p_val	p_val_adj
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Hydroxylation	13	35	1	0.02857142857142857	0.0006550438375491283	1	0	0.022707009917030358	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Import	5	30	0	0.0	0.0002519399375188955	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Import Into Mitochondrial Matrix	18	19	10	0.5263157894736842	0.0009069837750680237	0	0	1.5600943175825697e-27	8.435429975168954e-24
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Import Into Nucleus	79	22	15	0.6818181818181818	0.003980651012798549	1	0	4.305301737784534e-32	2.327876649620098e-28
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Import Into Peroxisome Matrix	13	15	10	0.6666666666666666	0.0006550438375491283	0	0	3.3150266645096144e-31	1.7924349175003484e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Import Into Peroxisome Matrix, Receptor Recycling	6	13	5	0.38461538461538464	0.0003023279250226746	0	0	3.0149188397079724e-16	1.6301666166301007e-12
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Insertion Into ER Membrane	29	19	5	0.2631578947368421	0.0014612516376095938	2	0	5.348429848298331e-11	2.8918960189749075e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Insertion Into ER Membrane By Stop-Transfer Membrane-Anchor Sequence	9	6	0	0.0	0.00045349188753401187	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Insertion Into Membrane	19	16	2	0.125	0.0009573717625718028	4	0	0.00010357124491301847	0.5600097212446908
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Insertion Into Mitochondrial Inner Membrane	12	18	1	0.05555555555555555	0.0006046558500453492	2	0	0.010839186800115927	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Insertion Into Mitochondrial Membrane	28	16	6	0.375	0.0014108636501058147	0	0	3.5541196052793025e-14	1.9217124705745188e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Insertion Into Mitochondrial Outer Membrane	13	11	7	0.6363636363636364	0.0006550438375491283	0	0	2.364518278456724e-21	1.2784950331615507e-17
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Kinase A Signaling	16	57	3	0.05263157894736842	0.0008062078000604656	1	0	1.227929677775379e-05	0.06639415767731474
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Kinase B Signaling	24	27	3	0.1111111111111111	0.0012093117000906983	0	0	4.475336995514079e-06	0.02419814713474463
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Kinase C Signaling	10	58	0	0.0	0.000503879875037791	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Kinase C-activating G Protein-Coupled Receptor Signaling Pathway	10	52	1	0.019230769230769232	0.000503879875037791	0	0	0.02591367387560217	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Lipidation	62	24	11	0.4583333333333333	0.003124055225234304	1	0	2.709608437733906e-22	1.465085282282723e-18
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization	351	84	14	0.16666666666666666	0.017686183613826463	4	0	2.954989663656212e-10	1.597762911138914e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Golgi Apparatus	28	25	2	0.08	0.0014108636501058147	1	0	0.0005659930326757749	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Basolateral Plasma Membrane	6	8	0	0.0	0.0003023279250226746	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Cell Junction	23	24	1	0.041666666666666664	0.0011589237125869192	0	0	0.02749376716097764	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Cell Periphery	142	17	0	0.0	0.007155094225536632	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Cell Surface	26	32	4	0.125	0.0013100876750982565	0	0	8.157988737307232e-08	0.00044110245102620203
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Cell-Cell Junction	15	20	2	0.1	0.0007558198125566865	1	0	0.00010066734190670995	0.5443083176895807
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Centrosome	17	18	2	0.1111111111111111	0.0008565957875642446	0	1	0.00010499671762937321	0.567717252222021
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Chromatin	31	30	1	0.03333333333333333	0.001562027612617152	2	0	0.04591768354442257	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Chromosome	40	20	0	0.0	0.002015519500151164	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Chromosome, Centromeric Region	18	21	2	0.09523809523809523	0.0009069837750680237	1	0	0.00016179508229894197	0.8748260099903793
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Chromosome, Telomeric Region	15	11	3	0.2727272727272727	0.0007558198125566865	6	0	5.755737959454821e-08	0.0003112127514677222
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Ciliary Membrane	6	38	1	0.02631578947368421	0.0003023279250226746	5	0	0.011438483425287206	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Ciliary Transition Zone	7	13	3	0.23076923076923078	0.0003527159125264537	0	0	7.6812995964539e-09	4.153278691802624e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Cilium	40	24	7	0.2916666666666667	0.002015519500151164	1	0	2.656268343863346e-14	1.4362442935269113e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Condensed Chromosome	10	26	2	0.07692307692307693	0.000503879875037791	2	0	7.386459274838008e-05	0.39938585299049106
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Cytoplasmic Stress Granule	7	16	2	0.125	0.0003527159125264537	0	1	1.2775885038299956e-05	0.06907921040208787
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Endoplasmic Reticulum	16	31	0	0.0	0.0008062078000604656	3	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Endoplasmic Reticulum Exit Site	6	13	2	0.15384615384615385	0.0003023279250226746	0	0	5.936249346478124e-06	0.032097300216407214
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Endosome	10	18	1	0.05555555555555555	0.000503879875037791	0	0	0.009039486996518874	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Kinetochore	11	24	3	0.125	0.0005542678625415701	1	0	2.5518466402871814e-07	0.001379783478403279
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Lysosome	41	69	4	0.057971014492753624	0.002065907487654943	0	0	1.239616876918431e-05	0.06702608453497956
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Membrane	192	19	2	0.10526315789473684	0.009674493600725587	1	0	0.014554866130752686	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Membrane Raft	5	13	1	0.07692307692307693	0.0002519399375188955	0	0	0.00327208379384495	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Microtubule	9	17	0	0.0	0.00045349188753401187	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Microtubule Cytoskeleton	9	13	1	0.07692307692307693	0.00045349188753401187	0	0	0.005883815319243173	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Microtubule Organizing Center	15	11	1	0.09090909090909091	0.0007558198125566865	0	0	0.00829099356341933	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Mitochondrion	16	30	1	0.03333333333333333	0.0008062078000604656	0	0	0.023941983234031794	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Non-Motile Cilium	5	21	0	0.0	0.0002519399375188955	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Nuclear Envelope	9	19	2	0.10526315789473684	0.00045349188753401187	1	0	3.1164571589344786e-05	0.16850683858358725
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Nucleolus	7	19	0	0.0	0.0003527159125264537	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Nucleus	122	26	20	0.7692307692307693	0.00614733447546105	1	0	2.918643886453967e-40	1.57811074940566e-36
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Organelle	137	19	0	0.0	0.006903154288017736	1	1	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Perinuclear Region Of Cytoplasm	8	11	0	0.0	0.0004031039000302328	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Phagophore Assembly Site	13	12	2	0.16666666666666666	0.0006550438375491283	1	0	2.6079988086439748e-05	0.14101449558337972
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Plasma Membrane	137	18	3	0.16666666666666666	0.006903154288017736	0	1	0.0002483809451497171	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Presynapse	7	25	0	0.0	0.0003527159125264537	5	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Site Of Double-Strand Break	5	17	0	0.0	0.0002519399375188955	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Synapse	13	29	6	0.20689655172413793	0.0006550438375491283	1	0	9.583743966834016e-15	5.181930362867152e-11
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Localization To Vacuole	14	31	0	0.0	0.0007054318250529074	17	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Mannosylation	21	25	6	0.24	0.001058147737579361	6	0	1.1265644880723739e-13	6.091334187007326e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Maturation	117	56	1	0.017857142857142856	0.005895394537942154	5	0	0.2836276102345037	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Maturation By Iron-Sulfur Cluster Transfer	14	17	5	0.29411764705882354	0.0007054318250529074	2	0	4.826251576867046e-13	2.609554227612012e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Methylation	35	20	6	0.3	0.0017635795626322684	2	0	7.367688484348445e-13	3.983709163487204e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Modification By Small Protein Conjugation	364	69	42	0.6086956521739131	0.01834122745137559	0	3	1.6197007434255683e-55	8.757721919702048e-52
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Modification By Small Protein Conjugation Or Removal	5	68	1	0.014705882352941176	0.0002519399375188955	0	1	0.01702087878872446	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Modification By Small Protein Removal	114	15	10	0.6666666666666666	0.005744230575430817	0	0	8.11047018449697e-20	4.3853312287575114e-16
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Modification Process	711	49	8	0.16326530612244897	0.03582585911518694	2	0	0.00040870794942417265	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Monoubiquitination	47	41	5	0.12195121951219512	0.0023682354126776176	1	0	4.2563651146138026e-08	0.0002301416617471683
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Neddylation	22	21	10	0.47619047619047616	0.0011085357250831401	3	0	8.796226289882805e-26	4.7561195549396325e-22
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Oxidation	10	18	0	0.0	0.000503879875037791	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Palmitoylation	30	27	23	0.8518518518518519	0.001511639625113373	2	0	1.3775165653040733e-66	7.448232068599124e-63
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Peptidyl-Prolyl Isomerization	22	26	12	0.46153846153846156	0.0011085357250831401	0	0	8.094567803767371e-31	4.376732811497018e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Phosphorylation	500	37	30	0.8108108108108109	0.02519399375188955	1	0	8.626607332851333e-42	4.664406584872716e-38
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein poly-ADP-ribosylation	8	24	5	0.20833333333333334	0.0004031039000302328	4	0	9.278718778653976e-14	5.017003243618205e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Polyglutamylation	11	17	7	0.4117647058823529	0.0005542678625415701	7	0	2.6760056152880776e-20	1.4469162361862635e-16
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Polymerization	63	10	1	0.1	0.003174443212738083	0	0	0.03140005716025074	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Polyubiquitination	226	49	34	0.6938775510204082	0.011387685175854076	2	0	1.258294825693293e-55	6.803600122523635e-52
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Prenylation	10	13	7	0.5384615384615384	0.000503879875037791	0	0	8.591424586762404e-22	4.6453832740624324e-18
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Processing	117	39	0	0.0	0.005895394537942154	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins	27	35	2	0.05714285714285714	0.0013604756626020356	0	0	0.001034349077968239	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Repair	5	15	0	0.0	0.0002519399375188955	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Retention In ER Lumen	7	14	0	0.0	0.0003527159125264537	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Secretion	67	85	5	0.058823529411764705	0.0033759951627531995	2	3	1.0194453932575662e-05	0.055121412413436606
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Stabilization	208	28	16	0.5714285714285714	0.010480701400786052	0	0	3.8023656569243256e-25	2.055939110698983e-21
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Sulfation	5	40	4	0.1	0.0002519399375188955	2	0	7.068480335542163e-11	3.8219273174276474e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Sumoylation	46	20	13	0.65	0.0023178474251738385	1	0	6.786554823624055e-31	3.669490193133526e-27
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting	129	28	5	0.17857142857142858	0.0065000503879875035	1	0	9.658898277326826e-07	0.005222566298550615
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To ER	23	18	7	0.3888888888888889	0.0011589237125869192	2	0	3.247335688472547e-17	1.7558344067571062e-13
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To Lysosome	26	27	5	0.18518518518518517	0.0013100876750982565	1	0	2.044407238709693e-10	1.105410993970331e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To Membrane	72	16	7	0.4375	0.003627935100272095	1	0	7.008560104609871e-14	3.789528448562557e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To Mitochondrion	59	24	15	0.625	0.0029728912627229667	2	1	2.4116193789031432e-33	1.3039625981729296e-29
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To Peroxisome	16	18	12	0.6666666666666666	0.0008062078000604656	2	0	4.386998599064037e-36	2.372050142513925e-32
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To Vacuole	34	46	4	0.08695652173913043	0.0017131915751284893	2	0	1.1207093264365215e-06	0.006059675328042272
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Targeting To Vacuole Involved In Autophagy	5	30	1	0.03333333333333333	0.0002519399375188955	2	0	0.00753803288180091	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Tetramerization	73	12	1	0.08333333333333333	0.003678323087775874	0	0	0.043426062996610816	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Transmembrane Import Into Intracellular Organelle	32	20	8	0.4	0.001612415600120931	1	0	2.223065720261471e-18	1.2020116349453774e-14
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Transport	313	40	19	0.475	0.015771440088682857	0	0	4.356759128721803e-24	2.355699660899879e-20
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Transport To Vacuole Involved In Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway	14	21	5	0.23809523809523808	0.0007054318250529074	1	0	1.5846931672696856e-12	8.56843595542719e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Trimerization	14	10	0	0.0	0.0007054318250529074	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Ubiquitination	434	22	16	0.7272727272727273	0.021868386576640128	1	0	1.9556030190952417e-22	1.0573945524247973e-18
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein Ufmylation	5	9	4	0.4444444444444444	0.0002519399375188955	2	0	9.7575620439349e-14	5.275913797155601e-10
GO_Biological_Process_2023	gpt-4o-2024-05-13	protein-DNA Complex Assembly	59	39	2	0.05128205128205128	0.0029728912627229667	6	0	0.0060336702243215575	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	protein-DNA Complex Disassembly	20	21	1	0.047619047619047616	0.001007759750075582	0	0	0.020982439104691407	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	protein-DNA Complex Organization	60	12	2	0.16666666666666666	0.003023279250226746	0	0	0.0005852814161263322	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	protein-DNA Covalent Cross-Linking Repair	6	18	0	0.0	0.0003023279250226746	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	protein-RNA Complex Assembly	150	20	7	0.35	0.0075581981255668645	0	0	9.208496607985222e-11	4.97903411593761e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	protein-RNA Complex Disassembly	7	17	0	0.0	0.0003527159125264537	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein-Containing Complex Assembly	328	46	8	0.17391304347826086	0.016527259901239544	0	0	8.741300834629451e-07	0.004726421361284144
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein-Containing Complex Disassembly	62	10	0	0.0	0.003124055225234304	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Protein-Containing Complex Organization	126	66	0	0.0	0.006348886425476166	1	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proteoglycan Biosynthetic Process	32	37	12	0.32432432432432434	0.001612415600120931	2	0	5.363523902593648e-26	2.9000573741323856e-22
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proteoglycan Catabolic Process	6	14	2	0.14285714285714285	0.0003023279250226746	0	0	6.924693065204793e-06	0.03744181540356231
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proteoglycan Metabolic Process	25	56	9	0.16071428571428573	0.0012596996875944774	1	1	1.1515121979782373e-17	6.226226454468329e-14
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proteolysis	330	39	17	0.4358974358974359	0.016628035876247102	1	0	1.8233495423921733e-20	9.858850975714481e-17
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proteolysis Involved In Protein Catabolic Process	78	113	5	0.04424778761061947	0.0039302630252947696	1	1	8.45519231525173e-05	0.45717224848566107
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proton Motive Force-Driven ATP Synthesis	60	48	40	0.8333333333333334	0.003023279250226746	0	0	1.8628153904385866e-100	1.0072242816101437e-96
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proton Motive Force-Driven Mitochondrial ATP Synthesis	53	74	35	0.47297297297297297	0.002670563337700292	5	0	4.3696811769476825e-76	2.362686612375612e-72
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proton Transmembrane Transport	49	47	21	0.44680851063829785	0.0024690113876851758	1	0	1.4434785885614136e-44	7.804888728351563e-41
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proton-Transporting ATP Synthase Complex Assembly	7	20	3	0.15	0.0003527159125264537	2	0	3.0585355134514135e-08	0.00016537501521231792
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proton-Transporting V-type ATPase Complex Assembly	5	31	1	0.03225806451612903	0.0002519399375188955	4	0	0.0077885154336958685	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Proximal/Distal Pattern Formation	7	10	0	0.0	0.0003527159125264537	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pseudouridine Synthesis	12	14	8	0.5714285714285714	0.0006046558500453492	1	0	2.5034813262028336e-24	1.3536323530778722e-20
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pteridine-Containing Compound Metabolic Process	5	13	2	0.15384615384615385	0.0002519399375188955	1	0	3.958564153663569e-06	0.021403956378858918
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pulmonary Valve Development	20	13	5	0.38461538461538464	0.001007759750075582	0	0	7.781353507868793e-13	4.207377841704656e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pulmonary Valve Morphogenesis	18	26	8	0.3076923076923077	0.0009069837750680237	1	0	1.146066109453418e-19	6.196779453814631e-16
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Deoxyribonucleotide Catabolic Process	5	11	1	0.09090909090909091	0.0002519399375188955	1	0	0.002769244574296291	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleobase Biosynthetic Process	5	13	2	0.15384615384615385	0.0002519399375188955	1	0	3.958564153663569e-06	0.021403956378858918
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleobase Metabolic Process	9	30	2	0.06666666666666667	0.00045349188753401187	3	1	7.907332607733994e-05	0.4275494741001771
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleobase Transmembrane Transport	5	7	5	0.7142857142857143	0.0002519399375188955	0	0	8.199769780950018e-19	4.4336155205596744e-15
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleobase Transport	8	11	5	0.45454545454545453	0.0004031039000302328	0	0	1.0102113398535317e-15	5.462212714588046e-12
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleoside Bisphosphate Biosynthetic Process	10	7	0	0.0	0.000503879875037791	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleoside Bisphosphate Catabolic Process	8	7	0	0.0	0.0004031039000302328	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleoside Bisphosphate Metabolic Process	25	16	0	0.0	0.0012596996875944774	4	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleotide Biosynthetic Process	21	19	5	0.2631578947368421	0.001058147737579361	2	1	9.18946439859423e-12	4.9687434003199e-08
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleotide Catabolic Process	7	10	0	0.0	0.0003527159125264537	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Nucleotide Metabolic Process	34	49	8	0.16326530612244897	0.0017131915751284893	2	6	1.3276506182027563e-14	7.178606892622303e-11
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Bisphosphate Metabolic Process	13	20	0	0.0	0.0006550438375491283	2	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Catabolic Process	5	7	1	0.14285714285714285	0.0002519399375188955	0	0	0.0017629573096069353	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Metabolic Process	6	29	4	0.13793103448275862	0.0003023279250226746	0	0	5.509001160689333e-11	2.978716927584722e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Monophosphate Biosynthetic Process	11	13	6	0.46153846153846156	0.0005542678625415701	2	2	9.366336980068979e-18	5.064378405123297e-14
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Monophosphate Catabolic Process	7	11	4	0.36363636363636365	0.0003527159125264537	1	0	1.7884531359467714e-12	9.670166106064193e-09
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Monophosphate Metabolic Process	11	12	3	0.25	0.0005542678625415701	0	6	2.7838392079425777e-08	0.00015052218597345516
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Triphosphate Biosynthetic Process	10	18	2	0.1111111111111111	0.000503879875037791	3	0	3.484807781390886e-05	0.1884235567398052
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleoside Triphosphate Metabolic Process	32	28	2	0.07142857142857142	0.001612415600120931	3	1	0.0009304417341309113	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleotide Biosynthetic Process	55	16	8	0.5	0.0027713393127078503	3	1	2.6431323416573043e-17	1.4291416571341046e-13
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleotide Catabolic Process	25	11	4	0.36363636363636365	0.0012596996875944774	0	0	6.454558714387779e-10	3.489979896869472e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleotide Metabolic Process	84	22	1	0.045454545454545456	0.004232590950317444	3	0	0.08950060393218791	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine Ribonucleotide Transport	19	15	1	0.06666666666666667	0.0009573717625718028	7	0	0.014283323555964409	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine-Containing Compound Biosynthetic Process	17	18	9	0.5	0.0008565957875642446	0	2	9.036990475464277e-25	4.886300750083535e-21
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine-Containing Compound Catabolic Process	5	20	0	0.0	0.0002519399375188955	0	0	1.0	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Purine-Containing Compound Metabolic Process	7	20	1	0.05	0.0003527159125264537	1	2	0.007036561799091214	1.0
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine Deoxyribonucleotide Catabolic Process	12	5	2	0.4	0.0006046558500453492	0	0	3.3522559106302984e-06	0.018125647708778024
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine Nucleobase Catabolic Process	7	6	2	0.3333333333333333	0.0003527159125264537	0	0	1.599672008650885e-06	0.008649426550775335
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine Nucleobase Metabolic Process	11	16	4	0.25	0.0005542678625415701	0	0	9.283826432576423e-11	5.019764952094072e-07
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine Nucleoside Transport	5	7	5	0.7142857142857143	0.0002519399375188955	0	0	8.199769780950018e-19	4.4336155205596744e-15
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine Nucleotide-Sugar Transmembrane Transport	6	11	3	0.2727272727272727	0.0003023279250226746	1	0	2.5334463673512253e-09	1.3698344508268076e-05
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine Ribonucleotide Biosynthetic Process	6	9	5	0.5555555555555556	0.0003023279250226746	0	0	2.9521649980020374e-17	1.5962356144197015e-13
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine-Containing Compound Catabolic Process	8	6	3	0.5	0.0004031039000302328	0	0	8.603891821123256e-10	4.652124307681344e-06
GO_Biological_Process_2023	gpt-4o-2024-05-13	Pyrimidine-Containing Compound Metabolic Process	8	23	2	0.08695652173913043	0.0004031039000302328	1	1	3.585049318208525e-05	0.19384361663553495
