term	go_id	go_depth
Regulation Of SA Node Cell Action Potential (GO:0098907)	GO:0098907	5
Regulation Of SMAD Protein Signal Transduction (GO:0060390)	GO:0060390	9
Regulation Of SNARE Complex Assembly (GO:0035542)	GO:0035542	9
Regulation Of T Cell Activation (GO:0050863)	GO:0050863	7
Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To MHC Molecule On Antigen Presenting Cell (GO:2001188)	GO:2001188	9
Regulation Of T Cell Apoptotic Process (GO:0070232)	GO:0070232	9
Regulation Of T Cell Chemotaxis (GO:0010819)	GO:0010819	7
Regulation Of T Cell Cytokine Production (GO:0002724)	GO:0002724	10
Regulation Of T Cell Differentiation (GO:0045580)	GO:0045580	8
Regulation Of T Cell Differentiation In Thymus (GO:0033081)	GO:0033081	9
Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)	GO:0001914	6
Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	GO:0002840	7
Regulation Of T Cell Mediated Immunity (GO:0002709)	GO:0002709	7
Regulation Of T Cell Migration (GO:2000404)	GO:2000404	7
Regulation Of T Cell Proliferation (GO:0042129)	GO:0042129	8
Regulation Of T Cell Receptor Signaling Pathway (GO:0050856)	GO:0050856	8
Regulation Of T Cell Tolerance Induction (GO:0002664)	GO:0002664	5
Regulation Of T-helper 1 Cell Cytokine Production (GO:2000554)	GO:2000554	11
Regulation Of T-helper 1 Cell Differentiation (GO:0045625)	GO:0045625	8
Regulation Of T-helper 1 Type Immune Response (GO:0002825)	GO:0002825	7
Regulation Of T-helper 17 Cell Differentiation (GO:2000319)	GO:2000319	6
Regulation Of T-helper 17 Cell Lineage Commitment (GO:2000328)	GO:2000328	7
Regulation Of T-helper 17 Type Immune Response (GO:2000316)	GO:2000316	7
Regulation Of T-helper 2 Cell Cytokine Production (GO:2000551)	GO:2000551	11
Regulation Of T-helper 2 Cell Differentiation (GO:0045628)	GO:0045628	6
Regulation Of T-helper Cell Differentiation (GO:0045622)	GO:0045622	5
Regulation Of TOR Signaling (GO:0032006)	GO:0032006	7
Regulation Of TORC1 Signaling (GO:1903432)	GO:1903432	8
Regulation Of TORC2 Signaling (GO:1903939)	GO:1903939	8
Regulation Of Wnt Signaling Pathway (GO:0030111)	GO:0030111	6
Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)	GO:2000095	9
Regulation Of Acrosome Reaction (GO:0060046)	GO:0060046	7
Regulation Of Actin Cytoskeleton Organization (GO:0032956)	GO:0032956	8
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249)	GO:2000249	0
Regulation Of Actin Filament Bundle Assembly (GO:0032231)	GO:0032231	6
Regulation Of Actin Filament Depolymerization (GO:0030834)	GO:0030834	11
Regulation Of Actin Filament Length (GO:0030832)	GO:0030832	6
Regulation Of Actin Filament Organization (GO:0110053)	GO:0110053	9
Regulation Of Actin Filament Polymerization (GO:0030833)	GO:0030833	11
Regulation Of Actin Filament-Based Movement (GO:1903115)	GO:1903115	5
Regulation Of Actin Filament-Based Process (GO:0032970)	GO:0032970	4
Regulation Of Actin Nucleation (GO:0051125)	GO:0051125	10
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	GO:0008064	10
Regulation Of Activated T Cell Proliferation (GO:0046006)	GO:0046006	9
Regulation Of Activation Of Janus Kinase Activity (GO:0010533)	GO:0010533	10
Regulation Of Activin Receptor Signaling Pathway (GO:0032925)	GO:0032925	9
Regulation Of Actomyosin Structure Organization (GO:0110020)	GO:0110020	9
Regulation Of Acute Inflammatory Response (GO:0002673)	GO:0002673	7
Regulation Of Adaptive Immune Response (GO:0002819)	GO:0002819	5
Regulation Of Adenylate Cyclase Activity (GO:0045761)	GO:0045761	6
Regulation Of Adiponectin Secretion (GO:0070163)	GO:0070163	6
Regulation Of Adipose Tissue Development (GO:1904177)	GO:1904177	4
Regulation Of Aerobic Respiration (GO:1903715)	GO:1903715	8
Regulation Of Alcohol Biosynthetic Process (GO:1902930)	GO:1902930	5
Regulation Of Aldosterone Biosynthetic Process (GO:0032347)	GO:0032347	7
Regulation Of Alpha-Beta T Cell Differentiation (GO:0046637)	GO:0046637	9
Regulation Of Alpha-Beta T Cell Proliferation (GO:0046640)	GO:0046640	9
Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	GO:0000381	13
Regulation Of Amide Metabolic Process (GO:0034248)	GO:0034248	5
Regulation Of Amyloid Fibril Formation (GO:1905906)	GO:1905906	7
Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)	GO:0042984	8
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991)	GO:1902991	8
Regulation Of Amyloid-Beta Clearance (GO:1900221)	GO:1900221	4
Regulation Of Amyloid-Beta Formation (GO:1902003)	GO:1902003	9
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	GO:0022603	4
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	GO:0060765	8
Regulation Of Angiogenesis (GO:0045765)	GO:0045765	9
Regulation Of Angiotensin Levels In Blood (GO:0002002)	GO:0002002	12
Regulation Of Animal Organ Morphogenesis (GO:2000027)	GO:2000027	5
Regulation Of Anion Channel Activity (GO:0010359)	GO:0010359	7
Regulation Of Anoikis (GO:2000209)	GO:2000209	7
Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854)	GO:0050854	6
Regulation Of Apoptotic DNA Fragmentation (GO:1902510)	GO:1902510	10
Regulation Of Apoptotic Cell Clearance (GO:2000425)	GO:2000425	9
Regulation Of Apoptotic Process (GO:0042981)	GO:0042981	6
Regulation Of Apoptotic Signaling Pathway (GO:2001233)	GO:2001233	6
Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902959)	GO:1902959	10
Regulation Of Astrocyte Differentiation (GO:0048710)	GO:0048710	7
Regulation Of Atrial Cardiac Muscle Cell Membrane Depolarization (GO:0060371)	GO:0060371	6
Regulation Of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372)	GO:0060372	7
Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902423)	GO:1902423	10
Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988)	GO:0051988	6
Regulation Of Autophagosome Assembly (GO:2000785)	GO:2000785	8
Regulation Of Autophagosome Maturation (GO:1901096)	GO:1901096	8
Regulation Of Autophagy (GO:0010506)	GO:0010506	6
Regulation Of Autophagy Of Mitochondrion (GO:1903146)	GO:1903146	7
Regulation Of Axon Extension (GO:0030516)	GO:0030516	5
Regulation Of Axon Extension Involved In Axon Guidance (GO:0048841)	GO:0048841	6
Regulation Of Axon Guidance (GO:1902667)	GO:1902667	8
Regulation Of Axon Regeneration (GO:0048679)	GO:0048679	7
Regulation Of Axonogenesis (GO:0050770)	GO:0050770	7
Regulation Of Basement Membrane Organization (GO:0110011)	GO:0110011	8
Regulation Of Behavior (GO:0050795)	GO:0050795	4
Regulation Of Bicellular Tight Junction Assembly (GO:2000810)	GO:2000810	10
Regulation Of Bile Acid Biosynthetic Process (GO:0070857)	GO:0070857	8
Regulation Of Bile Acid Metabolic Process (GO:1904251)	GO:1904251	7
Regulation Of Biomineral Tissue Development (GO:0070167)	GO:0070167	6
Regulation Of Biosynthetic Process (GO:0009889)	GO:0009889	4
Regulation Of Blood Circulation (GO:1903522)	GO:1903522	6
Regulation Of Blood Coagulation (GO:0030193)	GO:0030193	7
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	GO:0043535	9
Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587)	GO:1903587	7
Regulation Of Blood Vessel Remodeling (GO:0060312)	GO:0060312	5
Regulation Of Blood-Brain Barrier Permeability (GO:1905603)	GO:1905603	6
Regulation Of Bone Mineralization (GO:0030500)	GO:0030500	5
Regulation Of Bone Remodeling (GO:0046850)	GO:0046850	5
Regulation Of Bone Resorption (GO:0045124)	GO:0045124	6
Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189)	GO:0090189	7
Regulation Of Brown Fat Cell Differentiation (GO:0090335)	GO:0090335	7
Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479)	GO:2000479	11
Regulation Of cAMP-mediated Signaling (GO:0043949)	GO:0043949	9
Regulation Of cGMP-mediated Signaling (GO:0010752)	GO:0010752	9
Regulation Of Calcidiol 1-Monooxygenase Activity (GO:0060558)	GO:0060558	7
Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884)	GO:0070884	10
Regulation Of Calcium Ion Import (GO:0090279)	GO:0090279	10
Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664)	GO:1905664	12
Regulation Of Calcium Ion Transmembrane Transport (GO:1903169)	GO:1903169	10
Regulation Of Calcium Ion Transmembrane Transport Via High Voltage-Gated Calcium Channel (GO:1902514)	GO:1902514	11
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	GO:1901019	7
Regulation Of Calcium Ion Transport (GO:0051924)	GO:0051924	9
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158)	GO:0017158	9
Regulation Of Calcium-Mediated Signaling (GO:0050848)	GO:0050848	8
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	GO:0060828	7
Regulation Of Carbohydrate Biosynthetic Process (GO:0043255)	GO:0043255	6
Regulation Of Carbohydrate Catabolic Process (GO:0043470)	GO:0043470	6
Regulation Of Carbohydrate Metabolic Process (GO:0006109)	GO:0006109	5
Regulation Of Cardiac Conduction (GO:1903779)	GO:1903779	8
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	GO:0098901	7
Regulation Of Cardiac Muscle Cell Action Potential Involved In Regulation Of Contraction (GO:0098909)	GO:0098909	10
Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010665)	GO:0010665	9
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	GO:0086004	9
Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)	GO:2000725	8
Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036)	GO:0086036	5
Regulation Of Cardiac Muscle Cell Membrane Repolarization (GO:0099623)	GO:0099623	6
Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043)	GO:0060043	5
Regulation Of Cardiac Muscle Contraction (GO:0055117)	GO:0055117	8
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882)	GO:0010882	8
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)	GO:0010881	12
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	GO:0010611	8
Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242)	GO:1903242	9
Regulation Of Cartilage Development (GO:0061035)	GO:0061035	7
Regulation Of Catabolic Process (GO:0009894)	GO:0009894	4
Regulation Of Catecholamine Secretion (GO:0050433)	GO:0050433	8
Regulation Of Cation Channel Activity (GO:2001257)	GO:2001257	7
Regulation Of Cell Activation (GO:0050865)	GO:0050865	4
Regulation Of Cell Adhesion (GO:0030155)	GO:0030155	4
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	GO:0033628	5
Regulation Of Cell Adhesion Molecule Production (GO:0060353)	GO:0060353	4
Regulation Of Cell Communication (GO:0010646)	GO:0010646	4
Regulation Of Cell Communication By Electrical Coupling (GO:0010649)	GO:0010649	5
Regulation Of Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:1901844)	GO:1901844	6
Regulation Of Cell Cycle (GO:0051726)	GO:0051726	4
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806)	GO:1902806	7
Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749)	GO:1902749	7
Regulation Of Cell Cycle Checkpoint (GO:1901976)	GO:1901976	7
Regulation Of Cell Cycle Phase Transition (GO:1901987)	GO:1901987	6
Regulation Of Cell Cycle Process (GO:0010564)	GO:0010564	5
Regulation Of Cell Death (GO:0010941)	GO:0010941	0
Regulation Of Cell Development (GO:0060284)	GO:0060284	6
Regulation Of Cell Differentiation (GO:0045595)	GO:0045595	5
Regulation Of Cell Division (GO:0051302)	GO:0051302	4
Regulation Of Cell Fate Commitment (GO:0010453)	GO:0010453	6
Regulation Of Cell Fate Specification (GO:0042659)	GO:0042659	7
Regulation Of Cell Growth (GO:0001558)	GO:0001558	4
Regulation Of Cell Junction Assembly (GO:1901888)	GO:1901888	7
Regulation Of Cell Killing (GO:0031341)	GO:0031341	4
Regulation Of Cell Migration (GO:0030334)	GO:0030334	5
Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090049)	GO:0090049	11
Regulation Of Cell Morphogenesis (GO:0022604)	GO:0022604	5
Regulation Of Cell Motility (GO:2000145)	GO:2000145	4
Regulation Of Cell Population Proliferation (GO:0042127)	GO:0042127	4
Regulation Of Cell Projection Organization (GO:0031344)	GO:0031344	5
Regulation Of Cell Size (GO:0008361)	GO:0008361	6
Regulation Of Cell-Cell Adhesion (GO:0022407)	GO:0022407	5
Regulation Of Cell-Cell Adhesion Involved In Gastrulation (GO:0070587)	GO:0070587	6
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)	GO:2000047	6
Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033632)	GO:0033632	6
Regulation Of Cell-Matrix Adhesion (GO:0001952)	GO:0001952	6
Regulation Of Cell-Substrate Adhesion (GO:0010810)	GO:0010810	5
Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	GO:0090109	8
Regulation Of Cellular Biosynthetic Process (GO:0031326)	GO:0031326	5
Regulation Of Cellular Catabolic Process (GO:0031329)	GO:0031329	5
Regulation Of Cellular Component Biogenesis (GO:0044087)	GO:0044087	5
Regulation Of Cellular Component Organization (GO:0051128)	GO:0051128	5
Regulation Of Cellular Component Size (GO:0032535)	GO:0032535	5
Regulation Of Cellular Extravasation (GO:0002691)	GO:0002691	5
Regulation Of Cellular Ketone Metabolic Process (GO:0010565)	GO:0010565	5
Regulation Of Cellular Localization (GO:0060341)	GO:0060341	4
Regulation Of Cellular Metabolic Process (GO:0031323)	GO:0031323	4
Regulation Of Cellular Respiration (GO:0043457)	GO:0043457	6
Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)	GO:0090287	4
Regulation Of Cellular Response To Heat (GO:1900034)	GO:1900034	6
Regulation Of Cellular Response To Hypoxia (GO:1900037)	GO:1900037	6
Regulation Of Cellular Response To Insulin Stimulus (GO:1900076)	GO:1900076	8
Regulation Of Cellular Response To Oxidative Stress (GO:1900407)	GO:1900407	6
Regulation Of Cellular Response To Stress (GO:0080135)	GO:0080135	5
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	GO:1903844	7
Regulation Of Cellular Senescence (GO:2000772)	GO:2000772	5
Regulation Of Centriole Elongation (GO:1903722)	GO:1903722	6
Regulation Of Centriole Replication (GO:0046599)	GO:0046599	6
Regulation Of Centrosome Cycle (GO:0046605)	GO:0046605	6
Regulation Of Centrosome Duplication (GO:0010824)	GO:0010824	7
Regulation Of Ceramide Biosynthetic Process (GO:2000303)	GO:2000303	6
Regulation Of Chaperone-Mediated Autophagy (GO:1904714)	GO:1904714	7
Regulation Of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)	GO:0071649	10
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)	GO:2000341	10
Regulation Of Chemokine Production (GO:0032642)	GO:0032642	9
Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099)	GO:0070099	7
Regulation Of Chemotaxis (GO:0050920)	GO:0050920	5
Regulation Of Cholesterol Biosynthetic Process (GO:0045540)	GO:0045540	9
Regulation Of Cholesterol Efflux (GO:0010874)	GO:0010874	9
Regulation Of Cholesterol Metabolic Process (GO:0090181)	GO:0090181	8
Regulation Of Cholesterol Storage (GO:0010885)	GO:0010885	7
Regulation Of Cholesterol Transport (GO:0032374)	GO:0032374	8
Regulation Of Chondrocyte Differentiation (GO:0032330)	GO:0032330	6
Regulation Of Chromatin Binding (GO:0035561)	GO:0035561	5
Regulation Of Chromatin Organization (GO:1902275)	GO:1902275	8
Regulation Of Chromosome Condensation (GO:0060623)	GO:0060623	8
Regulation Of Chromosome Organization (GO:0033044)	GO:0033044	7
Regulation Of Chromosome Segregation (GO:0051983)	GO:0051983	6
Regulation Of Chromosome Separation (GO:1905818)	GO:1905818	7
Regulation Of Cilium Assembly (GO:1902017)	GO:1902017	8
Regulation Of Cilium Beat Frequency (GO:0003356)	GO:0003356	7
Regulation Of Cilium Movement (GO:0003352)	GO:0003352	6
Regulation Of Circadian Sleep/Wake Cycle (GO:0042749)	GO:0042749	7
Regulation Of Circadian Sleep/Wake Cycle, Sleep (GO:0045187)	GO:0045187	8
Regulation Of Clathrin-Dependent Endocytosis (GO:2000369)	GO:2000369	9
Regulation Of Coagulation (GO:0050818)	GO:0050818	4
Regulation Of Cold-Induced Thermogenesis (GO:0120161)	GO:0120161	4
Regulation Of Collagen Biosynthetic Process (GO:0032965)	GO:0032965	5
Regulation Of Collagen Fibril Organization (GO:1904026)	GO:1904026	8
Regulation Of Collateral Sprouting (GO:0048670)	GO:0048670	5
Regulation Of Complement Activation (GO:0030449)	GO:0030449	5
Regulation Of Complement Activation, Classical Pathway (GO:0030450)	GO:0030450	7
Regulation Of Complement-Dependent Cytotoxicity (GO:1903659)	GO:1903659	5
Regulation Of Cortisol Biosynthetic Process (GO:2000064)	GO:2000064	7
Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342)	GO:0051342	6
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029)	GO:1904029	10
Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	GO:0000079	11
Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116)	GO:2000116	10
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043281)	GO:0043281	11
Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Signaling Pathway (GO:2001267)	GO:2001267	12
Regulation Of Cytokine Production (GO:0001817)	GO:0001817	8
Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)	GO:0002718	9
Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	GO:1900015	9
Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	GO:0001959	6
Regulation Of Cytokinesis (GO:0032465)	GO:0032465	6
Regulation Of Cytoplasmic Translation (GO:2000765)	GO:2000765	8
Regulation Of Cytoplasmic Translational Elongation (GO:1900247)	GO:1900247	9
Regulation Of Cytoplasmic Transport (GO:1903649)	GO:1903649	7
Regulation Of Cytoskeleton Organization (GO:0051493)	GO:0051493	7
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	GO:0051480	8
Regulation Of Defense Response (GO:0031347)	GO:0031347	5
Regulation Of Defense Response To Bacterium (GO:1900424)	GO:1900424	5
Regulation Of Defense Response To Virus (GO:0050688)	GO:0050688	5
Regulation Of Defense Response To Virus By Host (GO:0050691)	GO:0050691	6
Regulation Of Delayed Rectifier Potassium Channel Activity (GO:1902259)	GO:1902259	8
Regulation Of Dendrite Development (GO:0050773)	GO:0050773	9
Regulation Of Dendrite Extension (GO:1903859)	GO:1903859	5
Regulation Of Dendrite Morphogenesis (GO:0048814)	GO:0048814	5
Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604)	GO:0002604	5
Regulation Of Dendritic Cell Apoptotic Process (GO:2000668)	GO:2000668	8
Regulation Of Dendritic Cell Chemotaxis (GO:2000508)	GO:2000508	6
Regulation Of Dendritic Cell Differentiation (GO:2001198)	GO:2001198	10
Regulation Of Dendritic Spine Development (GO:0060998)	GO:0060998	4
Regulation Of Dendritic Spine Maintenance (GO:1902950)	GO:1902950	7
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	GO:0061001	9
Regulation Of Dephosphorylation (GO:0035303)	GO:0035303	7
Regulation Of Developmental Growth (GO:0048638)	GO:0048638	4
Regulation Of Digestive System Process (GO:0044058)	GO:0044058	5
Regulation Of Dopamine Metabolic Process (GO:0042053)	GO:0042053	9
Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159)	GO:0060159	6
Regulation Of Dopamine Secretion (GO:0014059)	GO:0014059	10
Regulation Of Dopamine Uptake Involved In Synaptic Transmission (GO:0051584)	GO:0051584	11
Regulation Of Dosage Compensation By Inactivation Of X Chromosome (GO:1900095)	GO:1900095	12
Regulation Of Double-Strand Break Repair (GO:2000779)	GO:2000779	10
Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	GO:0010569	10
Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)	GO:2001032	11
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	GO:2000641	8
Regulation Of Embryonic Development (GO:0045995)	GO:0045995	5
Regulation Of Enamel Mineralization (GO:0070173)	GO:0070173	8
Regulation Of Endocytic Recycling (GO:2001135)	GO:2001135	7
Regulation Of Endocytosis (GO:0030100)	GO:0030100	7
Regulation Of Endodeoxyribonuclease Activity (GO:0032071)	GO:0032071	8
Regulation Of Endopeptidase Activity (GO:0052548)	GO:0052548	9
Regulation Of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902235)	GO:1902235	7
Regulation Of Endoplasmic Reticulum Tubular Network Organization (GO:1903371)	GO:1903371	7
Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)	GO:1900101	6
Regulation Of Endosome Size (GO:0051036)	GO:0051036	7
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	GO:2000351	8
Regulation Of Endothelial Cell Chemotaxis (GO:2001026)	GO:2001026	9
Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor (GO:2000544)	GO:2000544	9
Regulation Of Endothelial Cell Development (GO:1901550)	GO:1901550	8
Regulation Of Endothelial Cell Differentiation (GO:0045601)	GO:0045601	7
Regulation Of Endothelial Cell Migration (GO:0010594)	GO:0010594	8
Regulation Of Endothelial Cell Proliferation (GO:0001936)	GO:0001936	6
Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin (GO:1904904)	GO:1904904	7
Regulation Of Entry Of Bacterium Into Host Cell (GO:2000535)	GO:2000535	8
Regulation Of Epidermal Cell Differentiation (GO:0045604)	GO:0045604	7
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	GO:0042058	10
Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0007176)	GO:0007176	7
Regulation Of Epidermis Development (GO:0045682)	GO:0045682	6
Regulation Of Epinephrine Secretion (GO:0014060)	GO:0014060	10
Regulation Of Epithelial Cell Apoptotic Process (GO:1904035)	GO:1904035	7
Regulation Of Epithelial Cell Differentiation (GO:0030856)	GO:0030856	6
Regulation Of Epithelial Cell Migration (GO:0010632)	GO:0010632	7
Regulation Of Epithelial Cell Proliferation (GO:0050678)	GO:0050678	5
Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	GO:0010717	7
Regulation Of Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:1905005)	GO:1905005	10
Regulation Of Erythrocyte Differentiation (GO:0045646)	GO:0045646	9
Regulation Of Establishment Of T Cell Polarity (GO:1903903)	GO:1903903	7
Regulation Of Establishment Of Cell Polarity (GO:2000114)	GO:2000114	5
Regulation Of Establishment Of Endothelial Barrier (GO:1903140)	GO:1903140	9
Regulation Of Establishment Of Planar Polarity (GO:0090175)	GO:0090175	8
Regulation Of Establishment Of Protein Localization (GO:0070201)	GO:0070201	7
Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903747)	GO:1903747	8
Regulation Of Establishment Of Protein Localization To Telomere (GO:0070203)	GO:0070203	10
Regulation Of Establishment Or Maintenance Of Cell Polarity (GO:0032878)	GO:0032878	4
Regulation Of Excitatory Synapse Assembly (GO:1904889)	GO:1904889	8
Regulation Of Execution Phase Of Apoptosis (GO:1900117)	GO:1900117	4
Regulation Of Exit From Mitosis (GO:0007096)	GO:0007096	8
Regulation Of Exocytosis (GO:0017157)	GO:0017157	7
Regulation Of Exosomal Secretion (GO:1903541)	GO:1903541	8
Regulation Of Extent Of Cell Growth (GO:0061387)	GO:0061387	5
Regulation Of Extracellular Exosome Assembly (GO:1903551)	GO:1903551	8
Regulation Of Extracellular Matrix Assembly (GO:1901201)	GO:1901201	6
Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330)	GO:0003330	8
Regulation Of Extracellular Matrix Disassembly (GO:0010715)	GO:0010715	7
Regulation Of Extracellular Matrix Organization (GO:1903053)	GO:1903053	7
Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	GO:2001236	7
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	GO:2001239	7
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	GO:1902041	8
Regulation Of Fat Cell Differentiation (GO:0045598)	GO:0045598	6
Regulation Of Fat Cell Proliferation (GO:0070344)	GO:0070344	5
Regulation Of Fatty Acid Beta-Oxidation (GO:0031998)	GO:0031998	11
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304)	GO:0042304	10
Regulation Of Fatty Acid Metabolic Process (GO:0019217)	GO:0019217	9
Regulation Of Fatty Acid Oxidation (GO:0046320)	GO:0046320	10
Regulation Of Feeding Behavior (GO:0060259)	GO:0060259	5
Regulation Of Fertilization (GO:0080154)	GO:0080154	5
Regulation Of Fibrinolysis (GO:0051917)	GO:0051917	8
Regulation Of Fibroblast Apoptotic Process (GO:2000269)	GO:2000269	7
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	GO:0040036	9
Regulation Of Fibroblast Migration (GO:0010762)	GO:0010762	7
Regulation Of Fibroblast Proliferation (GO:0048145)	GO:0048145	5
Regulation Of Filopodium Assembly (GO:0051489)	GO:0051489	9
Regulation Of Flagellated Sperm Motility (GO:1901317)	GO:1901317	7
Regulation Of Focal Adhesion Assembly (GO:0051893)	GO:0051893	7
Regulation Of Focal Adhesion Disassembly (GO:0120182)	GO:0120182	9
Regulation Of Gap Junction Assembly (GO:1903596)	GO:1903596	9
Regulation Of Gastrulation (GO:0010470)	GO:0010470	6
Regulation Of Gene Expression (GO:0010468)	GO:0010468	7
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349)	GO:0006349	10
Regulation Of Generation Of Precursor Metabolites And Energy (GO:0043467)	GO:0043467	5
Regulation Of Glial Cell Apoptotic Process (GO:0034350)	GO:0034350	7
Regulation Of Glial Cell Differentiation (GO:0045685)	GO:0045685	6
Regulation Of Glial Cell Proliferation (GO:0060251)	GO:0060251	5
Regulation Of Glomerular Filtration (GO:0003093)	GO:0003093	7
Regulation Of Glucagon Secretion (GO:0070092)	GO:0070092	11
Regulation Of Glucan Biosynthetic Process (GO:0010962)	GO:0010962	8
Regulation Of Glucocorticoid Receptor Signaling Pathway (GO:2000322)	GO:2000322	7
Regulation Of Gluconeogenesis (GO:0006111)	GO:0006111	9
Regulation Of Glucose Import (GO:0046324)	GO:0046324	6
Regulation Of Glucose Metabolic Process (GO:0010906)	GO:0010906	8
Regulation Of Glucose Transmembrane Transport (GO:0010827)	GO:0010827	5
Regulation Of Glutamate Receptor Signaling Pathway (GO:1900449)	GO:1900449	7
Regulation Of Glycogen (Starch) Synthase Activity (GO:2000465)	GO:2000465	6
Regulation Of Glycogen Biosynthetic Process (GO:0005979)	GO:0005979	9
Regulation Of Glycogen Metabolic Process (GO:0070873)	GO:0070873	8
Regulation Of Glycolytic Process (GO:0006110)	GO:0006110	10
