Analyte	Target	EntrezGeneSymbol	Estimate	Standard_error	Pvalue	FDR	bonferroni	diffexpressed
X9306.7	DB118	DEFB118	-0.000805943	0.000664617	0.225522348	0.313578459	1	Not-Significant
X7185.29	GPV	GP5	-0.013377947	0.011032909	0.225558784	0.313578459	1	Not-Significant
X8459.10	BMP-6	BMP6	0.00584722	0.004823242	0.225651121	0.313644795	1	Not-Significant
X15384.15	KLOTHO	KL	-0.007352679	0.006069712	0.226012333	0.314084754	1	Not-Significant
X13712.104	granzyme A	GZMA	0.003034793	0.002505658	0.226083818	0.314121991	1	Not-Significant
X20213.82	HSP76	HSPA6	0.003226893	0.002670688	0.227202371	0.315613729	1	Not-Significant
X8107.12	TM234	TMEM234	0.001336583	0.001107085	0.227574126	0.316067681	1	Not-Significant
X2755.8	C3adesArg	C3	-0.001288049	0.001067181	0.227700154	0.316180241	1	Not-Significant
X5930.54	Troponin I	TNNI3	-0.001066631	0.000884279	0.227990192	0.316458904	1	Not-Significant
X23039.56	MEOX2	MEOX2	-0.001119157	0.000927829	0.227990879	0.316458904	1	Not-Significant
X6226.69	EFHA1	MICU2	0.00123623	0.00102516	0.228115174	0.316568916	1	Not-Significant
X2998.53	JAM-C	JAM3	0.005283134	0.004382369	0.22824972	0.316693107	1	Not-Significant
X22057.9	AL1B1	ALDH1B1	-0.001190873	0.000988697	0.228658185	0.317197234	1	Not-Significant
X12923.51	Keratin 17	KRT17	0.001977892	0.001643361	0.22901785	0.317633478	1	Not-Significant
X21368.46	RPC10	POLR3K	-0.003099474	0.00257709	0.229346535	0.318026592	1	Not-Significant
X8918.64	FAK2:FAT	PTK2B	0.001981752	0.001648526	0.229564837	0.318263882	1	Not-Significant
X23526.25	KTI12	KTI12	-0.001365549	0.001136034	0.229608216	0.318263882	1	Not-Significant
X4556.10	IL-34	IL34	0.00518663	0.00431578	0.229703853	0.318308704	1	Not-Significant
X7736.28	OPALI	OPALIN	-0.000878262	0.000730844	0.229731122	0.318308704	1	Not-Significant
X2857.70	Glucocorticoid receptor	NR3C1	-0.001115282	0.000928552	0.229969759	0.318517953	1	Not-Significant
X3394.81	PLK-1	PLK1	-0.000941066	0.000783512	0.229972772	0.318517953	1	Not-Significant
X13969.24	IMA7	KPNA6	0.001161575	0.000967484	0.230156284	0.318709323	1	Not-Significant
X13517.3	PTHD3	PTCHD3	-0.001051138	0.000876509	0.230690132	0.319385649	1	Not-Significant
X15499.11	Attractin	ATRN	-0.006324908	0.005284983	0.231648713	0.320649626	1	Not-Significant
X17455.42	FOLR1	FOLR1	0.005858999	0.004897787	0.231852747	0.320868864	1	Not-Significant
X22800.24	TELT	TCAP	-0.000851566	0.000712991	0.232593423	0.321830545	1	Not-Significant
X25880.14	5-Lipoxygenase	ALOX5	-0.001825566	0.00152951	0.232906986	0.322200985	1	Not-Significant
X7113.1	GRPE1	GRPEL1	-0.001861861	0.00156102	0.233234143	0.32259008	1	Not-Significant
X9350.3	FSTL4	FSTL4	0.008454449	0.007097684	0.233843844	0.323369739	1	Not-Significant
X21705.33	METRL	METRNL	0.004528411	0.00380329	0.234039922	0.323577224	1	Not-Significant
X4533.76	ATS15	ADAMTS15	-0.000926929	0.000779641	0.234724933	0.324460483	1	Not-Significant
X15448.47	SQSTM	SQSTM1	0.001777086	0.001495075	0.234841985	0.324558456	1	Not-Significant
X8955.60	GL8D1	GLT8D1	-0.001484146	0.001249802	0.235280223	0.325100194	1	Not-Significant
X23557.110	CAPZB	CAPZB	0.001112197	0.00093713	0.235559199	0.325421699	1	Not-Significant
X12637.7	CACP	CRAT	-0.001183087	0.000997271	0.235748507	0.325619228	1	Not-Significant
X10627.87	APLP2	APLP2	0.004445877	0.003751611	0.236244956	0.326192138	1	Not-Significant
X23210.4	ETV2	ETV2	-0.001739597	0.001467968	0.236256106	0.326192138	1	Not-Significant
X10088.37	APT	APRT	-0.00163659	0.001381209	0.236312055	0.326192965	1	Not-Significant
X18210.12	SPIN1	SPIN1	-0.001401788	0.001183145	0.236349519	0.326192965	1	Not-Significant
X8929.7	BDP1	BDP1	-0.000879969	0.000742835	0.236430741	0.326241004	1	Not-Significant
X20187.10	Integrin aVb3	ITGAV|ITGB3	0.00383345	0.003237305	0.236606797	0.326414551	1	Not-Significant
X10620.21	PSP-94	MSMB	-0.009215881	0.007783364	0.236649389	0.326414551	1	Not-Significant
X19237.17	D-dopachrome decarboxylase	DDT	0.001066915	0.000901333	0.23678418	0.326536394	1	Not-Significant
X12634.79	BCAR3:Ras-GEF	BCAR3	0.001292955	0.001092678	0.236946391	0.326695994	1	Not-Significant
X4452.9	LRRT1	LRRTM1	0.001469259	0.001245857	0.238526382	0.328809951	1	Not-Significant
X11198.37	CR3L1	CREB3L1	-0.000732312	0.000621845	0.239191676	0.32966241	1	Not-Significant
X4867.15	VEGF121	VEGFA	-0.001616621	0.001375319	0.240063988	0.330790347	1	Not-Significant
X15653.9	COAA1	COL10A1	0.001794294	0.001526586	0.24010419	0.330790347	1	Not-Significant
X10035.6	DUS4	DUSP4	0.000952655	0.000810744	0.240232779	0.330902646	1	Not-Significant
X21923.24	SAE1/ SAE2	SAE1|UBA2	0.002900275	0.002468949	0.240363789	0.331018236	1	Not-Significant
X11696.7	RABP2	CRABP2	0.007586427	0.006459353	0.240453675	0.331077156	1	Not-Significant
X23389.28	FAH2A	FAHD2A	-0.00461146	0.003927056	0.240539461	0.331130409	1	Not-Significant
X8237.56	SOSD1	SOSTDC1	-0.001938751	0.001651862	0.240779733	0.331396268	1	Not-Significant
X7551.33	LRC32	LRRC32	-0.003098368	0.002640372	0.240862563	0.331445371	1	Not-Significant
X7240.2	MBTP1	MBTPS1	0.001087247	0.000927704	0.24147017	0.332216447	1	Not-Significant
X23254.31	NDUF3	NDUFAF3	0.001535427	0.001313106	0.24252972	0.333575997	1	Not-Significant
X24638.3	LRA25	FAM89B	-0.001236539	0.001057543	0.242553268	0.333575997	1	Not-Significant
X8933.84	MEF2C	MEF2C	0.000832763	0.000712323	0.242619544	0.333601872	1	Not-Significant
X15562.24	BGLR	GUSB	0.007163736	0.006138457	0.243449769	0.334677963	1	Not-Significant
X9945.8	ARMC5:ARM 2	ARMC5	-0.000777971	0.000666829	0.243595015	0.334812155	1	Not-Significant
X6257.56	CGRE1	CGREF1	0.004496398	0.003856044	0.243836165	0.335078085	1	Not-Significant
X25464.1	CP2CJ	CYP2C19	-0.001023162	0.000878353	0.24432217	0.335680323	1	Not-Significant
X7909.37	SHBG	SHBG	0.014544073	0.012489373	0.244462994	0.335749088	1	Not-Significant
X4187.49	6-Phosphogluconate dehydrogenase	PGD	-0.021305646	0.018295293	0.244467752	0.335749088	1	Not-Significant
X4666.202	No Protein		0.001047713	0.000900401	0.244831828	0.336142689	1	Not-Significant
X7932.23	SYT8	SYT8	-0.001450433	0.001246654	0.244890819	0.336142689	1	Not-Significant
X23648.36	DDI1	DDI1	-0.00125351	0.001077414	0.24489781	0.336142689	1	Not-Significant
X11081.1	GPDA	GPD1	-0.004384816	0.003770937	0.245170915	0.336451847	1	Not-Significant
X10741.22	CSF-1	CSF1	0.005722173	0.004923827	0.245426055	0.336736236	1	Not-Significant
X2859.69	HDAC8	HDAC8	0.001449244	0.00124726	0.245506637	0.336781061	1	Not-Significant
X8397.147	QSOX2	QSOX2	0.006909789	0.005948642	0.245654461	0.336918089	1	Not-Significant
X10363.13	SMAD3	SMAD3	0.00215986	0.001859686	0.245735322	0.336933702	1	Not-Significant
X12834.3	KCNF1	KCNF1	-0.00080695	0.000694857	0.245761714	0.336933702	1	Not-Significant
X6103.70	FCRL5	FCRL5	-0.001125947	0.000969982	0.245975813	0.337161465	1	Not-Significant
X12895.28	DGKB	DGKB	0.001648701	0.001420984	0.246191765	0.337391678	1	Not-Significant
X6411.58	DB135	DEFB135	-0.001712689	0.001476509	0.246317611	0.337461176	1	Not-Significant
X22952.28	CDKA2	CDK2AP2	-0.000888923	0.000766372	0.246338497	0.337461176	1	Not-Significant
X11312.40	PMS2	PMS2	-0.001406747	0.001213361	0.246557889	0.337695908	1	Not-Significant
X9082.25	SE1L2	SEL1L2	0.001206395	0.001041784	0.247109778	0.338385861	1	Not-Significant
X5183.53	AMPK a1b1g1	PRKAA1|PRKAB1|PRKAG1	-0.000855227	0.000738939	0.247367056	0.338663493	1	Not-Significant
X3178.5	CATC	CTSC	-0.001010612	0.000873273	0.247408883	0.338663493	1	Not-Significant
X7839.99	F19A3	TAFA3	-0.002765998	0.002391651	0.247713986	0.339015111	1	Not-Significant
X21379.30	EKI2	ETNK2	0.003472132	0.003005129	0.248172255	0.339576169	1	Not-Significant
X16060.99	NID2	NID2	-0.004914258	0.004253829	0.24823236	0.339592304	1	Not-Significant
X23299.52	TPPP	TPPP	0.001289563	0.00111878	0.249299673	0.340986067	1	Not-Significant
X9235.3	PXDC1	PLXDC1	0.005889141	0.005111509	0.249512493	0.341210761	1	Not-Significant
X21355.4	USF1	USF1	0.003096777	0.002688244	0.249578959	0.341235266	1	Not-Significant
X11661.11	NALP1	NLRP1	-0.000869526	0.000755365	0.249927048	0.341644734	1	Not-Significant
X12759.47	DRBP76	ILF3	-0.001344939	0.001169084	0.250216792	0.341974301	1	Not-Significant
X3173.49	ASAHL	NAAA	-0.010645249	0.009257442	0.250425581	0.342141373	1	Not-Significant
X25215.1	TIM10	TIMM10	0.003557401	0.0030937	0.250436387	0.342141373	1	Not-Significant
X21817.5	MYL9	MYL9	0.007565988	0.006581202	0.25053893	0.342214951	1	Not-Significant
X3479.71	TRY3	PRSS3	-0.001057241	0.000920142	0.250805537	0.342512555	1	Not-Significant
X9735.44	TACT	CD96	-0.001031603	0.000898515	0.251164931	0.342936733	1	Not-Significant
X3066.12	Galectin-3	LGALS3	-0.004490764	0.003913419	0.251409232	0.34320363	1	Not-Significant
X3177.49	Carbonic Anhydrase IV	CA4	-0.006264633	0.005463823	0.251805789	0.343678231	1	Not-Significant
X14203.3	ANXA7	ANXA7	0.005118741	0.004466428	0.252022523	0.343891967	1	Not-Significant
X25461.3	ARRS	SAG	0.001728194	0.001508082	0.252060238	0.343891967	1	Not-Significant
X13515.8	RPR1A	RPRD1A	-0.000722327	0.000630816	0.252425103	0.344322928	1	Not-Significant
X5632.6	CRAC1	CRTAC1	0.004622517	0.004038998	0.252672545	0.344593582	1	Not-Significant
X10367.62	IL-12	IL12A|IL12B	-0.001221363	0.00106778	0.252937044	0.344887387	1	Not-Significant
X24252.85	CL065	C12orf65	-0.000977564	0.000855012	0.253144642	0.345103508	1	Not-Significant
X24499.36	LGSN	LGSN	0.001275155	0.001115998	0.253444865	0.345445793	1	Not-Significant
X3235.50	WFKN2	WFIKKN2	0.009777514	0.008564654	0.253859251	0.345943519	1	Not-Significant
X7967.38	POTEM	POTEM	-0.003225772	0.002827422	0.254161784	0.346288656	1	Not-Significant
X8315.5	DB119	DEFB119	0.001023586	0.000897466	0.254309796	0.346423169	1	Not-Significant
X21945.4	WNT5B	WNT5B	0.003845677	0.003372566	0.254413887	0.346497812	1	Not-Significant
X11436.6	AINX	INA	-0.001970081	0.001728604	0.254663856	0.346771066	1	Not-Significant
X7713.50	FMR1	FMR1	-0.000882715	0.000774948	0.254923044	0.347056765	1	Not-Significant
X2827.23	Fractalkine/CX3CL-1	CX3CL1	0.001617292	0.00142054	0.255162112	0.347314966	1	Not-Significant
X12531.5	ERVV1	ERVV-1	-0.001099372	0.000965921	0.255297868	0.347432472	1	Not-Significant
X12737.12	PLSI	PLS1	-0.000843335	0.00074227	0.256141172	0.348512639	1	Not-Significant
X5031.10	SPTA2	SPTAN1	-0.000881152	0.000775707	0.256230397	0.348566569	1	Not-Significant
X7873.32	TSSK2	TSSK2	0.001098689	0.000968554	0.256886803	0.3493919	1	Not-Significant
X4801.13	PERL	LPO	0.001770757	0.001561242	0.256958291	0.349421518	1	Not-Significant
X12562.1	PKN1	PKN1	0.002495401	0.002200993	0.257137794	0.34959798	1	Not-Significant
X17176.13	PSIP1	PSIP1	0.00737426	0.006511626	0.257676946	0.350205402	1	Not-Significant
X11352.42	TITIN	TTN	-0.000934948	0.00082559	0.257684214	0.350205402	1	Not-Significant
X21589.80	DPPA4	DPPA4	-0.001030488	0.00091086	0.258162071	0.350787008	1	Not-Significant
X3808.76	FGFR-2	FGFR2	-0.00096023	0.000849448	0.258543485	0.351237371	1	Not-Significant
X10819.108	fibulin 1	FBLN1	-0.002159355	0.001911422	0.258840719	0.351573221	1	Not-Significant
X4542.24	Clusterin	CLU	0.003694192	0.003275678	0.259660866	0.35258063	1	Not-Significant
X18286.3	ZWINT	ZWINT	0.003577647	0.003172475	0.259682732	0.35258063	1	Not-Significant
X7224.11	TRAT1	TRAT1	0.000802588	0.00071426	0.261397864	0.354840785	1	Not-Significant
X15297.3	S100A3	S100A3	-0.002536094	0.002257616	0.261528521	0.354949599	1	Not-Significant
X25419.59	SPXN4	SPANXN4	-0.000787817	0.000701583	0.261718535	0.355138916	1	Not-Significant
X24977.18	VILL	VILL	0.002295386	0.002045106	0.261947298	0.355380729	1	Not-Significant
X3534.14	"CD40 ligand, soluble"	CD40LG	-0.001076722	0.00095962	0.262090963	0.35550702	1	Not-Significant
X4981.6	DSC3	DSC3	-0.000804355	0.000717361	0.262415487	0.355817843	1	Not-Significant
X8804.39	COKA1	COL20A1	-0.005984475	0.005337533	0.262441079	0.355817843	1	Not-Significant
X14127.240	IFN-b	IFNB1	0.001146274	0.001022419	0.262471975	0.355817843	1	Not-Significant
X12748.6	BRDT	BRDT	0.000738196	0.000659035	0.262906234	0.356337818	1	Not-Significant
X4920.10	Lysozyme	LYZ	-0.006830005	0.006104486	0.263444231	0.356998168	1	Not-Significant
X9402.18	DCBD1	DCBLD1	-0.001531073	0.001369464	0.263802171	0.357399269	1	Not-Significant
X9513.9	FGF22	FGF22	-0.001089045	0.00097417	0.263841913	0.357399269	1	Not-Significant
X9759.13	INDO	IDO1	0.001167375	0.001044541	0.263983614	0.357522317	1	Not-Significant
X9277.16	PAP1	REG3A	-0.00285437	0.002556701	0.264481221	0.35812724	1	Not-Significant
X5255.22	PDE4D	PDE4D	-0.002346669	0.002102534	0.264617876	0.358229114	1	Not-Significant
X13530.5	UR2R	UTS2R	-0.000804788	0.000721155	0.264674472	0.358229114	1	Not-Significant
X19575.4	EPO-R	EPOR	0.000783017	0.000701725	0.264727747	0.358229114	1	Not-Significant
X6470.19	fibulin 1	FBLN1	-0.002570038	0.002303373	0.264760314	0.358229114	1	Not-Significant
X3218.8	PSMA	FOLH1	-0.001269229	0.001137689	0.264827425	0.358250957	1	Not-Significant
X2585.2	PRL	PRL	-0.006590844	0.005912106	0.265181364	0.358636309	1	Not-Significant
X7181.17	VAPB	VAPB	0.000748923	0.000671853	0.265214331	0.358636309	1	Not-Significant
X21563.3	sPLA(2)-XII	PLA2G12A	0.003166052	0.002841881	0.265490184	0.358922364	1	Not-Significant
X9762.14	VASP	VASP	0.005871933	0.005271141	0.265527997	0.358922364	1	Not-Significant
X11231.12	ADXL	FDX2	-0.001439331	0.001293776	0.266161396	0.359700884	1	Not-Significant
X17467.1	DHRS9	DHRS9	-0.005561275	0.004999333	0.266206288	0.359700884	1	Not-Significant
X17453.34	Ceruloplasmin	CP	-0.001823804	0.001640008	0.266355686	0.35983358	1	Not-Significant
X13453.2	RM33	MRPL33	0.00095092	0.000855304	0.266471813	0.359921286	1	Not-Significant
X18231.147	PRND	PRND	-0.002650125	0.002384965	0.266731365	0.360184138	1	Not-Significant
X21911.17	NDP	NDP	0.001295773	0.001166218	0.266768903	0.360184138	1	Not-Significant
X6957.14	LIPR2	PNLIPRP2	-0.00118082	0.00106319	0.266963318	0.360377408	1	Not-Significant
X13464.8	NRAC	NRAC	-0.00084235	0.000759052	0.267350021	0.36080925	1	Not-Significant
X21821.9	PAL4D	None	-0.001549777	0.001396596	0.267395799	0.36080925	1	Not-Significant
X22429.13	KDM1A	KDM1A	-0.000949964	0.00085618	0.267437216	0.36080925	1	Not-Significant
X22554.101	RM10	MRPL10	-0.001251301	0.00112864	0.267809814	0.361242598	1	Not-Significant
X22445.2	CABP5	CABP5	-0.001121421	0.001011876	0.267990606	0.361417109	1	Not-Significant
X22154.37	GATD1	GATAD1	-0.003600164	0.003249178	0.268091273	0.361483513	1	Not-Significant
X6525.17	DUSP13	DUSP13	-0.001460868	0.001319322	0.268411558	0.361807969	1	Not-Significant
X13717.15	FCN2	FCN2	-0.01524033	0.013764451	0.26843485	0.361807969	1	Not-Significant
X23531.79	HSH2D	HSH2D	-0.000807564	0.000729801	0.268724774	0.362129301	1	Not-Significant
X14314.6	PPIL2	PPIL2	-0.001847663	0.001672605	0.269543498	0.363162976	1	Not-Significant
X11614.29	ERH	ERH	-0.004624914	0.004194817	0.270468094	0.364338872	1	Not-Significant
X17691.1	TPP1	TPP1	-0.005419308	0.004916315	0.270563533	0.364397599	1	Not-Significant
X22140.6	F204A	FAM204A	0.002637487	0.002394233	0.270885675	0.364747094	1	Not-Significant
X22503.24	MKX	MKX	-0.000862402	0.000782952	0.270926814	0.364747094	1	Not-Significant
X10953.14	CLC2A	CLEC2A	0.001105179	0.001003759	0.271116738	0.36493289	1	Not-Significant
X24422.36	SPA24	SPATA24	0.003701795	0.003362677	0.27120278	0.364978813	1	Not-Significant
X24941.14	CLU	CLUH	0.00116214	0.001056145	0.271412291	0.365190848	1	Not-Significant
X17766.5	NCF-1	NCF1	-0.005875926	0.005341652	0.271559022	0.365318347	1	Not-Significant
X16596.25	GLRX3	GLRX3	-0.013521739	0.012301951	0.271937518	0.365757523	1	Not-Significant
X22530.111	PHYD1	PHYHD1	0.001299471	0.001182886	0.272200004	0.366040526	1	Not-Significant
X5265.12	GRB2-related adapter protein 2	GRAP2	-0.001310296	0.001193132	0.272366261	0.366194041	1	Not-Significant
X12439.67	ISGF3	IRF9	-0.000819041	0.000745994	0.272474915	0.366270067	1	Not-Significant
X10949.59	RLA2	RPLP2	0.000947809	0.000863376	0.272532802	0.366277833	1	Not-Significant
X4929.55	SHBG	SHBG	0.013327223	0.012146372	0.272781559	0.366542072	1	Not-Significant
X15333.11	SDF2	SDF2	-0.00223684	0.00204193	0.273570454	0.367531866	1	Not-Significant
X18237.29	NRIP3	NRIP3	0.000802221	0.000732922	0.273950574	0.367972211	1	Not-Significant
X6414.8	OAF	OAF	0.008204636	0.007497932	0.274079472	0.368075011	1	Not-Significant
X24278.4	UBP3	USP3	0.001085794	0.000992614	0.274249376	0.36823283	1	Not-Significant
X5363.51	Semaphorin 3E	SEMA3E	0.013108067	0.011986412	0.274379449	0.368337118	1	Not-Significant
X22799.17	TBC28	TBC1D28	-0.000813885	0.000744525	0.274557807	0.368506172	1	Not-Significant
X12423.38	A1CF	A1CF	0.001008947	0.000923113	0.274638683	0.368544349	1	Not-Significant
X11328.9	USB1	USB1	-0.000824661	0.00075484	0.274851494	0.368759524	1	Not-Significant
X13229.20	MDM4	MDM4	0.000988249	0.000905569	0.275377408	0.369394618	1	Not-Significant
X21905.10	Integrin alpha-2/ b1	ITGA2|ITGB1	-0.000963655	0.000884823	0.276352733	0.370588704	1	Not-Significant
X3845.51	DLRB1	DYNLRB1	0.001598443	0.001467762	0.276373024	0.370588704	1	Not-Significant
X7921.65	FJX1	FJX1	0.005848046	0.005372685	0.276618779	0.370847491	1	Not-Significant
X11440.58	SOCS-3	SOCS3	0.014012977	0.012884187	0.276999817	0.371287513	1	Not-Significant
X13109.82	NEGR1	NEGR1	-0.003476514	0.003197318	0.277128426	0.371389076	1	Not-Significant
X8840.61	C1s	C1S	0.002588088	0.002382302	0.277545539	0.371812066	1	Not-Significant
X14121.24	TRAIL R4	TNFRSF10D	0.007021215	0.006463368	0.277576872	0.371812066	1	Not-Significant
X12732.13	MPP7	MPP7	0.002424087	0.002231612	0.277602749	0.371812066	1	Not-Significant
X24654.13	HES6	HES6	-0.000808354	0.000744479	0.27780355	0.372010126	1	Not-Significant
X20081.14	PIM2	PIM2	-0.002200643	0.002027394	0.277956466	0.372144	1	Not-Significant
X5729.27	SOST	SOST	-0.000913117	0.000842034	0.278414082	0.372685695	1	Not-Significant
X9730.22	GHDC	GHDC	-0.001880999	0.001735652	0.278713222	0.373015087	1	Not-Significant
X5082.51	IL-1 sR9	IL1RAPL2	0.000812025	0.000749516	0.278863812	0.373145581	1	Not-Significant
X19311.15	CRBS	CRYGS	0.003553578	0.00328083	0.278983383	0.373189541	1	Not-Significant
X20425.12	HHEX	HHEX	-0.002297972	0.002121682	0.27900285	0.373189541	1	Not-Significant
X23682.79	HENMT	HENMT1	-0.003919038	0.003620066	0.279223188	0.373359458	1	Not-Significant
X3521.16	TSH	CGA|TSHB	-0.00163708	0.001512212	0.279236118	0.373359458	1	Not-Significant
X25947.116	PK3C3	PIK3C3	0.001417605	0.001310043	0.279438069	0.373558423	1	Not-Significant
X3710.49	Angiostatin	PLG	-0.009172106	0.008494262	0.280462969	0.374857237	1	Not-Significant
X11137.43	IL3RB:CD	CSF2RB	0.001012717	0.000938392	0.280728766	0.375141159	1	Not-Significant
X6937.251	CA043	C1orf43	0.001181385	0.001095186	0.2809494	0.375364633	1	Not-Significant
X11534.6	LRIT3	LRIT3	0.000793236	0.000735784	0.281231383	0.375669972	1	Not-Significant
X17672.184	Gastric intrinsic factor	CBLIF	-0.001578788	0.001464705	0.281324919	0.375723515	1	Not-Significant
X11143.32	NOE3:N-term	OLFM3	0.000766365	0.000711359	0.281568077	0.375976826	1	Not-Significant
X7693.13	TRAIL R2	TNFRSF10B	0.003024864	0.002809764	0.281915213	0.376300243	1	Not-Significant
X9890.8	Tropomyosin alpha-3 chain	TPM3	-0.000846407	0.000786226	0.281917354	0.376300243	1	Not-Significant
X5634.39	OFUT1	POFUT1	-0.005284009	0.004915418	0.282614074	0.377131237	1	Not-Significant
X11163.7	F162B	FAM162B	-0.00067202	0.000625187	0.282647226	0.377131237	1	Not-Significant
X13422.66	ENOX2	ENOX2	0.001089846	0.001014108	0.282748596	0.377194891	1	Not-Significant
X11543.84	LIMA1	LIMA1	0.001086682	0.001012113	0.283204663	0.377731608	1	Not-Significant
X10722.13	KSYK:Protein Kinase	SYK	-0.00235681	0.002196236	0.283452321	0.377990204	1	Not-Significant
X18172.71	ASF1A	ASF1A	-0.00075087	0.000700097	0.283717571	0.378272156	1	Not-Significant
X25917.12	Hexosaminidase A	HEXA	-0.00135049	0.001259994	0.284031091	0.378618346	1	Not-Significant
X25070.18	MICA1	MICAL1	-0.001889737	0.001764627	0.284448611	0.379045982	1	Not-Significant
X17813.21	BPHL	BPHL	0.000751187	0.000701476	0.284459746	0.379045982	1	Not-Significant
X21786.25	CDKL2	CDKL2	0.004737593	0.004431615	0.285284871	0.380030802	1	Not-Significant
X10908.2	GLT13	GALNT13	-0.006172992	0.005774646	0.285306948	0.380030802	1	Not-Significant
X10801.11	Ephrin-A2	EFNA2	0.005594189	0.005234163	0.285396104	0.380077532	1	Not-Significant
X11135.5	RM55	MRPL55	-0.001416469	0.00132612	0.285694907	0.380403391	1	Not-Significant
X3723.1	BNP-32	NPPB	-0.000821732	0.000769823	0.286009373	0.380749978	1	Not-Significant
X14077.6	Ficolin-3	FCN3	-0.002091369	0.001961433	0.286554505	0.38140345	1	Not-Significant
X4487.1	FGF7	FGF7	-0.003362565	0.003160177	0.287539903	0.382642556	1	Not-Significant
X22585.5	FZD4	FZD4	0.001866524	0.001755957	0.288029917	0.383160222	1	Not-Significant
X8545.14	CQ078:C-term	C17orf78	0.000735536	0.000691983	0.28803793	0.383160222	1	Not-Significant
X9253.52	BGAT	ABO	0.052558286	0.049463627	0.288206998	0.38331258	1	Not-Significant
X12626.6	SENP7	SENP7	0.001259818	0.00118682	0.288687609	0.383855491	1	Not-Significant
X12537.88	PURA	PURA	-0.001115047	0.001050515	0.288724425	0.383855491	1	Not-Significant
X5661.15	IL-18	IL18	0.002158748	0.002039255	0.290010733	0.385492709	1	Not-Significant
X18887.7	ENTP2	ENTPD2	-0.005630203	0.00532015	0.290159338	0.385617317	1	Not-Significant
X9398.30	GALP	GALP	-0.001203071	0.001137634	0.290500919	0.385998291	1	Not-Significant
X20191.13	Integrin aVb8	ITGAV|ITGB8	-0.000966098	0.000913838	0.290654839	0.386129817	1	Not-Significant
X6281.51	SIA4B	ST3GAL2	-0.001597331	0.00151119	0.290740172	0.386170194	1	Not-Significant
X16847.39	RAB3B	RAB3B	0.00071835	0.000679807	0.290879805	0.386228278	1	Not-Significant
X13105.7	SNP25	SNAP25	-0.001354683	0.00128202	0.290893798	0.386228278	1	Not-Significant
X23639.93	PEPL1	NPEPL1	0.000867615	0.000821236	0.290983254	0.386274087	1	Not-Significant
X5070.76	DcR3	TNFRSF6B	-0.001348875	0.001278583	0.291665565	0.387106733	1	Not-Significant
X11281.6	GRB7	GRB7	-0.000610081	0.000578926	0.292199154	0.387741713	1	Not-Significant
X24953.27	KIF3B	KIF3B	0.001066554	0.001012632	0.292458159	0.388012155	1	Not-Significant
X15692.300	NODAL	NODAL	-0.000793476	0.000754254	0.29302605	0.38865497	1	Not-Significant
X10667.78	CA185	C1orf185	0.000972272	0.000924264	0.293053257	0.38865497	1	Not-Significant
X12664.19	PTN13	PTPN13	-0.001343719	0.001277919	0.2932606	0.388841818	1	Not-Significant
X24420.57	DOHH	DOHH	-0.001013559	0.00096406	0.293328741	0.388841818	1	Not-Significant
X13739.3	FLRT1	FLRT1	-0.001577094	0.001500175	0.293360103	0.388841818	1	Not-Significant
X7233.73	P2RX6	P2RX6	-0.000900461	0.000857173	0.293717746	0.389242465	1	Not-Significant
X7918.114	"Amylase, alpha 1A"	AMY1A	-0.005254874	0.005005581	0.294040321	0.389596497	1	Not-Significant
X10015.119	KCAB2	KCNAB2	-0.000737032	0.000702827	0.294560923	0.390212726	1	Not-Significant
X5746.37	EFNB1	EFNB1	0.002428129	0.002318674	0.295232159	0.391010548	1	Not-Significant
X14208.3	RET7	RBP7	0.004515177	0.004312027	0.295274433	0.391010548	1	Not-Significant
X18216.22	IL-11 RA	IL11RA	0.001669686	0.001594891	0.295378809	0.391075089	1	Not-Significant
X18814.21	Activin AC	INHBA|INHBC	-0.003500437	0.003346106	0.295734285	0.391438809	1	Not-Significant
X14123.34	GI24:ECD	VSIR	0.005445827	0.005206318	0.295786123	0.391438809	1	Not-Significant
X6583.67	protein Z inhibitor	SERPINA10	-0.008930216	0.008538069	0.295820594	0.391438809	1	Not-Significant
X4138.25	IL-20	IL20	-0.001128292	0.0010792	0.296024837	0.391635344	1	Not-Significant
X14149.9	IL-1F8	IL36B	-0.000853073	0.000818858	0.297742641	0.393812999	1	Not-Significant
X22063.20	CPNS2	CAPNS2	0.001265589	0.00121493	0.297782913	0.393812999	1	Not-Significant
X21524.14	UBP5	USP5	-0.002553386	0.00245216	0.297976	0.393994225	1	Not-Significant
X9941.70	PCDB1	PCDHB1	-0.000685372	0.000658959	0.298527663	0.394649415	1	Not-Significant
X12536.46	MTMR6	MTMR6	0.000882496	0.000848975	0.29880758	0.394934113	1	Not-Significant
X7153.66	NGRN	NGRN	-0.000929943	0.000894706	0.298855391	0.394934113	1	Not-Significant
X11202.70	TBX5	TBX5	0.000911824	0.000877555	0.299005537	0.395058256	1	Not-Significant
X14105.5	Kallistatin	SERPINA4	-0.005324687	0.005131544	0.299661801	0.39585093	1	Not-Significant
X20538.71	SIG11:ECD	SIGLEC11	0.006676649	0.00643579	0.299762993	0.395886217	1	Not-Significant
X23306.37	PMF1	PMF1	0.001491407	0.001437716	0.299801157	0.395886217	1	Not-Significant
X19640.2	Parathyroid Hormone1-34	PTH	-0.001831728	0.001767105	0.300209281	0.396350683	1	Not-Significant
