model	query	go	ncurated	nllm	ninter	generatio	bgratio	richFactor	foldEnrich	jaccard	p_val
gpt-4o-2024-08-06	Negative Regulation Of FGFR3 Signaling	Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway	13	8	2	0.15384615384615385	0.0004031039000302328	0.25	381.6538461538462	0.10526315789473684	1.1066121209687334e-05
gpt-4o-2024-08-06	Negative Regulation Of FGFR4 Signaling	Negative Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway	13	10	1	0.07692307692307693	0.000503879875037791	0.1	152.66153846153847	0.045454545454545456	0.006532640378009306
gpt-4o-2024-08-06	Negative Regulation Of MAPK Pathway	Negative Regulation Of MAPK Cascade	105	35	18	0.17142857142857143	0.0017635795626322684	0.5142857142857142	97.20489795918368	0.14754098360655737	9.58209179367348e-33
gpt-4o-2024-08-06	Negative Regulation Of MET Activity	Negative Regulation Of Catalytic Activity	26	10	1	0.038461538461538464	0.000503879875037791	0.1	76.33076923076923	0.02857142857142857	0.013026847782906473
gpt-4o-2024-08-06	Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission	Negative Regulation Of Synaptic Transmission	15	22	0	0.0	0.0011085357250831401	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Negative Regulation Of NOTCH4 Signaling	Negative Regulation Of Notch Signaling Pathway	27	11	5	0.18518518518518517	0.0005542678625415701	0.45454545454545453	334.1077441077441	0.15151515151515152	1.4464489560051357e-12
gpt-4o-2024-08-06	Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists	Negative Regulation Of Wnt Signaling Pathway	140	14	12	0.08571428571428572	0.0007054318250529074	0.8571428571428571	121.5061224489796	0.08450704225352113	8.436653441255732e-25
gpt-4o-2024-08-06	Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors	Negative Regulation Of DNA-binding Transcription Factor Activity	149	0	0	0.0	0.0			0.0	1.0
gpt-4o-2024-08-06	Negative Regulation Of PI3K/AKT Network	Negative Regulation Of Phosphatidylinositol 3-Kinase Signaling	9	18	3	0.3333333333333333	0.0009069837750680237	0.16666666666666666	367.51851851851853	0.125	5.2443252368319144e-08
gpt-4o-2024-08-06	Negative Regulators Of DDX58/IFIH1 Signaling	Negative Regulation Of RIG-I Signaling Pathway	6	10	1	0.16666666666666666	0.000503879875037791	0.1	330.76666666666665	0.06666666666666667	0.0030198533379945185
gpt-4o-2024-08-06	Nervous System Development	Nervous System Development	433	28	12	0.02771362586605081	0.0014108636501058147	0.42857142857142855	19.64302210491587	0.026726057906458798	2.2191820626285495e-13
gpt-4o-2024-08-06	Neurotransmitter Clearance	Neurotransmitter Transport	52	19	8	0.15384615384615385	0.0009573717625718028	0.42105263157894735	160.69635627530366	0.12698412698412698	9.338295645878e-17
gpt-4o-2024-08-06	Neurotransmitter Receptors And Postsynaptic Signal Transmission	Neurotransmitter Receptor Transport To Postsynaptic Membrane	9	70	0	0.0	0.003527159125264537	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Neurotransmitter Release Cycle	Neurotransmitter Secretion	43	24	10	0.23255813953488372	0.0012093117000906983	0.4166666666666667	192.3062015503876	0.17543859649122806	1.4126863292029497e-21
gpt-4o-2024-08-06	Neutrophil Degranulation	Neutrophil Degranulation	5	36	0	0.0	0.0018139675501360475	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Nicotinamide Salvaging	NAD Biosynthesis Via Nicotinamide Riboside Salvage Pathway	9	6	0	0.0	0.0003023279250226746	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	NoRC Negatively Regulates rRNA Expression	Positive Regulation Of rRNA Processing	9	6	0	0.0	0.0003023279250226746	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Nonhomologous End-Joining (NHEJ)	Double-Strand Break Repair Via Nonhomologous End Joining	41	14	10	0.24390243902439024	0.0007054318250529074	0.7142857142857143	345.74912891986065	0.2222222222222222	4.281799267584653e-25
gpt-4o-2024-08-06	Notch-HLH Transcription Pathway	Notch Signaling Pathway	40	26	17	0.425	0.0013100876750982565	0.6538461538461539	324.40576923076924	0.3469387755102041	8.554395718436862e-42
gpt-4o-2024-08-06	Nuclear Envelope (NE) Reassembly	Nuclear Membrane Reassembly	23	29	2	0.08695652173913043	0.0014612516376095938	0.06896551724137931	59.50824587706147	0.04	0.0005117788121475194
gpt-4o-2024-08-06	Nuclear Envelope Breakdown	Nuclear Membrane Disassembly	8	17	1	0.125	0.0008565957875642446	0.058823529411764705	145.9264705882353	0.041666666666666664	0.006833457897056333
gpt-4o-2024-08-06	Nuclear Pore Complex (NPC) Disassembly	Nuclear Pore Complex Assembly	10	14	3	0.3	0.0007054318250529074	0.21428571428571427	425.2714285714286	0.14285714285714285	3.343615375259761e-08
gpt-4o-2024-08-06	Nuclear Signaling By ERBB4	ERBB Signaling Pathway	54	9	2	0.037037037037037035	0.00045349188753401187	0.2222222222222222	81.67078189300412	0.03278688524590164	0.0002584255342626571
gpt-4o-2024-08-06	Nucleotide Excision Repair	Nucleotide-Excision Repair	56	33	18	0.32142857142857145	0.0016628035876247102	0.5454545454545454	193.30519480519482	0.2535211267605634	6.061591994679446e-39
gpt-4o-2024-08-06	Nucleotide Biosynthesis	Nucleotide Biosynthetic Process	19	20	6	0.3157894736842105	0.001007759750075582	0.3	313.3578947368421	0.18181818181818182	1.2304725667065436e-14
gpt-4o-2024-08-06	Nucleotide Catabolism	Nucleotide Catabolic Process	6	20	2	0.3333333333333333	0.001007759750075582	0.1	330.76666666666665	0.08333333333333333	1.4437766265361924e-05
gpt-4o-2024-08-06	Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways	Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway	5	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	O-linked Glycosylation	Protein O-linked Glycosylation	93	60	32	0.34408602150537637	0.003023279250226746	0.5333333333333333	113.81218637992833	0.2644628099173554	6.645846409095616e-61
gpt-4o-2024-08-06	O-linked Glycosylation Of Mucins	Protein O-linked Glycosylation	93	30	23	0.24731182795698925	0.001511639625113373	0.7666666666666667	163.60501792114695	0.23	2.7690525387893224e-49
gpt-4o-2024-08-06	Olfactory Signaling Pathway	Osmosensory Signaling Pathway	5	15	0	0.0	0.0007558198125566865	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Organelle Biogenesis And Maintenance	Organelle Assembly	322	51	7	0.021739130434782608	0.002569787362692734	0.13725490196078433	8.459505541346974	0.01912568306010929	1.7401219148965354e-05
gpt-4o-2024-08-06	Organic Anion Transport	Organic Anion Transport	89	45	24	0.2696629213483146	0.0022674594376700594	0.5333333333333333	118.92734082397004	0.21818181818181817	5.143366514335102e-46
gpt-4o-2024-08-06	Organic Anion Transporters	Organic Anion Transport	89	18	16	0.1797752808988764	0.0009069837750680237	0.8888888888888888	198.21223470661673	0.17582417582417584	9.747879030481041e-37
gpt-4o-2024-08-06	Organic Cation Transport	Organic Cation Transport	31	20	7	0.22580645161290322	0.001007759750075582	0.35	224.06774193548387	0.1590909090909091	8.365620396772217e-16
gpt-4o-2024-08-06	Organic Cation/Anion/Zwitterion Transport	Organic Cation Transport	31	46	9	0.2903225806451613	0.0023178474251738385	0.1956521739130435	125.25525946704069	0.1323529411764706	1.629291258562276e-17
gpt-4o-2024-08-06	Other Interleukin Signaling	Interleukin-3-Mediated Signaling Pathway	6	49	2	0.3333333333333333	0.0024690113876851758	0.04081632653061224	135.00680272108843	0.03773584905660377	8.901434565554611e-05
gpt-4o-2024-08-06	Oxidative Stress Induced Senescence	Stress-Induced Premature Senescence	7	26	4	0.5714285714285714	0.0013100876750982565	0.15384615384615385	436.1758241758242	0.13793103448275862	8.076136523434289e-11
gpt-4o-2024-08-06	Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha	Peptidyl-Proline Hydroxylation	10	9	3	0.3	0.00045349188753401187	0.3333333333333333	661.5333333333333	0.1875	7.726252867125959e-09
gpt-4o-2024-08-06	PI Metabolism	IMP Metabolic Process	9	75	0	0.0	0.0037790990627834323	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	PI3K Cascade	MAPK Cascade	98	44	2	0.02040816326530612	0.0022170714501662803	0.045454545454545456	9.205009276437847	0.014285714285714285	0.019956791512667143
gpt-4o-2024-08-06	PI3K Events In ERBB2 Signaling	ERBB2 Signaling Pathway	13	20	1	0.07692307692307693	0.001007759750075582	0.05	76.33076923076923	0.03125	0.01302586827134183
gpt-4o-2024-08-06	PI3K/AKT Signaling In Cancer	Phosphatidylinositol 3-Kinase Signaling	32	30	6	0.1875	0.001511639625113373	0.2	124.03750000000001	0.10714285714285714	6.176574529973588e-12
gpt-4o-2024-08-06	PI3K/AKT Activation	Activation Of Protein Kinase B Activity	25	41	2	0.08	0.002065907487654943	0.04878048780487805	38.72390243902439	0.03125	0.0012121690998426362
gpt-4o-2024-08-06	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling	Regulation Of Phosphatidylinositol 3-Kinase Signaling	90	24	1	0.011111111111111112	0.0012093117000906983	0.041666666666666664	9.187962962962963	0.008849557522123894	0.1034031786637762
gpt-4o-2024-08-06	PINK1-PRKN Mediated Mitophagy	Regulation Of Mitophagy	7	15	1	0.14285714285714285	0.0007558198125566865	0.06666666666666667	189.0095238095238	0.047619047619047616	0.005279553575752044
gpt-4o-2024-08-06	PKMTs Methylate Histone Lysines	Histone Lysine Methylation	32	22	10	0.3125	0.0011085357250831401	0.45454545454545453	281.9034090909091	0.22727272727272727	1.5814971590784888e-23
gpt-4o-2024-08-06	Packaging Of Telomere Ends	Telomere Capping	14	10	4	0.2857142857142857	0.000503879875037791	0.4	567.0285714285715	0.2	3.245286837527526e-11
gpt-4o-2024-08-06	Pentose Phosphate Pathway	Pentose-Phosphate Shunt	11	11	5	0.45454545454545453	0.0005542678625415701	0.45454545454545453	820.0826446280992	0.29411764705882354	8.311172701423657e-15
gpt-4o-2024-08-06	Peptide Chain Elongation	Translational Elongation	42	65	6	0.14285714285714285	0.0032752191877456413	0.09230769230769231	43.61758241758242	0.0594059405940594	4.661346105465809e-09
gpt-4o-2024-08-06	Peptide Hormone Biosynthesis	Peptide Biosynthetic Process	158	35	2	0.012658227848101266	0.0017635795626322684	0.05714285714285714	7.1775768535262205	0.010471204188481676	0.03156467246847472
gpt-4o-2024-08-06	Peptide Hormone Metabolism	Peptide Metabolic Process	56	44	3	0.05357142857142857	0.0022170714501662803	0.06818181818181818	24.163149350649352	0.030927835051546393	0.0002596406074959449
gpt-4o-2024-08-06	Peroxisomal Lipid Metabolism	Peroxisomal Transport	8	26	5	0.625	0.0013100876750982565	0.19230769230769232	477.06730769230774	0.1724137931034483	1.4327399452005564e-13
gpt-4o-2024-08-06	Peroxisomal Protein Import	Protein Import Into Peroxisome Matrix	13	16	10	0.7692307692307693	0.0008062078000604656	0.625	954.1346153846155	0.5263157894736842	8.78111829706614e-31
gpt-4o-2024-08-06	Pexophagy	Pexophagy	5	36	2	0.4	0.0018139675501360475	0.05555555555555555	220.51111111111112	0.05128205128205128	3.18828805231423e-05
gpt-4o-2024-08-06	Phenylalanine Metabolism	L-phenylalanine Metabolic Process	5	14	1	0.2	0.0007054318250529074	0.07142857142857142	283.51428571428573	0.05555555555555555	0.00352254079841216
gpt-4o-2024-08-06	Phospholipid Metabolism	Phospholipid Metabolic Process	69	44	15	0.21739130434782608	0.0022170714501662803	0.3409090909090909	98.05335968379447	0.15306122448979592	5.4518485404664775e-27
gpt-4o-2024-08-06	Plasma Lipoprotein Assembly	High-Density Lipoprotein Particle Assembly	9	24	4	0.4444444444444444	0.0012093117000906983	0.16666666666666666	367.51851851851853	0.13793103448275862	2.0636650583659393e-10
gpt-4o-2024-08-06	Plasma Lipoprotein Assembly, Remodeling, And Clearance	High-Density Lipoprotein Particle Assembly	9	25	3	0.3333333333333333	0.0012596996875944774	0.12	264.61333333333334	0.0967741935483871	1.4758338869780214e-07
gpt-4o-2024-08-06	Plasma Lipoprotein Clearance	Regulation Of Low-Density Lipoprotein Particle Clearance	10	15	2	0.2	0.0007558198125566865	0.13333333333333333	264.61333333333334	0.08695652173913043	2.3910578653456487e-05
gpt-4o-2024-08-06	Plasma Lipoprotein Remodeling	Low-Density Lipoprotein Particle Remodeling	12	22	3	0.25	0.0011085357250831401	0.13636363636363635	225.52272727272728	0.0967741935483871	2.584243739932013e-07
gpt-4o-2024-08-06	Platelet Aggregation (Plug Formation)	Platelet Aggregation	35	25	2	0.05714285714285714	0.0012596996875944774	0.08	45.36228571428571	0.034482758620689655	0.0008836419226559729
gpt-4o-2024-08-06	Platelet Activation, Signaling And Aggregation	Platelet Aggregation	35	50	4	0.11428571428571428	0.002519399375188955	0.08	45.36228571428571	0.04938271604938271	1.7618341980817346e-06
gpt-4o-2024-08-06	Platelet Calcium Homeostasis	Calcium Ion Homeostasis	102	18	7	0.06862745098039216	0.0009069837750680237	0.3888888888888889	75.66557734204794	0.061946902654867256	2.3349247130496367e-12
gpt-4o-2024-08-06	Platelet Degranulation	Neutrophil Degranulation	5	44	0	0.0	0.0022170714501662803	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Positive Epigenetic Regulation Of rRNA Expression	Positive Regulation Of rRNA Processing	9	13	0	0.0	0.0006550438375491283	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Post-transcriptional Silencing By Small RNAs	Post-Transcriptional Gene Silencing	11	24	3	0.2727272727272727	0.0012093117000906983	0.125	225.52272727272725	0.09375	2.547614537408547e-07
gpt-4o-2024-08-06	Post-translational Modification: Synthesis Of GPI-anchored Proteins	GPI Anchor Biosynthetic Process	30	41	21	0.7	0.002065907487654943	0.5121951219512195	338.8341463414634	0.42	1.1054913329672465e-52
gpt-4o-2024-08-06	Post-translational Protein Modification	Post-Translational Protein Modification	48	45	4	0.08333333333333333	0.0022674594376700594	0.08888888888888889	36.75185185185185	0.0449438202247191	4.171813019712917e-06
gpt-4o-2024-08-06	Post-translational Protein Phosphorylation	Post-Translational Protein Modification	48	52	3	0.0625	0.002620175350196513	0.057692307692307696	23.853365384615387	0.030927835051546393	0.0002700068909746421
gpt-4o-2024-08-06	Postmitotic Nuclear Pore Complex (NPC) Reformation	Nuclear Pore Complex Assembly	10	16	5	0.5	0.0008062078000604656	0.3125	620.1875	0.23809523809523808	4.282671903756411e-14
gpt-4o-2024-08-06	Processing Of DNA Double-Strand Break Ends	DNA Double-Strand Break Processing	15	28	6	0.4	0.0014108636501058147	0.21428571428571427	283.51428571428573	0.16216216216216217	2.2047102523041247e-14
gpt-4o-2024-08-06	Processing Of Intronless Pre-mRNAs	mRNA Processing	214	14	0	0.0	0.0007054318250529074	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Programmed Cell Death	Programmed Necrotic Cell Death	11	24	3	0.2727272727272727	0.0012093117000906983	0.125	225.52272727272725	0.09375	2.547614537408547e-07
gpt-4o-2024-08-06	Prolactin Receptor Signaling	Progesterone Receptor Signaling Pathway	10	22	0	0.0	0.0011085357250831401	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Protein Localization	Protein Localization	351	20	5	0.014245014245014245	0.001007759750075582	0.25	14.135327635327636	0.01366120218579235	2.095568337928005e-05
gpt-4o-2024-08-06	Protein Methylation	Protein Methylation	35	39	7	0.2	0.0019651315126473848	0.1794871794871795	101.77435897435899	0.1044776119402985	4.1365998170984453e-13
gpt-4o-2024-08-06	Protein Repair	Protein Repair	5	26	0	0.0	0.0013100876750982565	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Protein Ubiquitination	Protein Ubiquitination	434	110	56	0.12903225806451613	0.005542678625415701	0.509090909090909	23.27976539589443	0.11475409836065574	9.84296405032595e-64
gpt-4o-2024-08-06	Protein-protein Interactions At Synapses	Protein Localization To Synapse	13	24	4	0.3076923076923077	0.0012093117000906983	0.16666666666666666	254.43589743589746	0.12121212121212122	1.167275197650099e-09
gpt-4o-2024-08-06	Proton-coupled Monocarboxylate Transport	Monocarboxylic Acid Transport	73	5	5	0.0684931506849315	0.0002519399375188955	1.0	271.86301369863014	0.0684931506849315	5.857533077207096e-13
gpt-4o-2024-08-06	Purine Catabolism	Purine-Containing Compound Catabolic Process	5	17	0	0.0	0.0008565957875642446	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Purine Ribonucleoside Monophosphate Biosynthesis	Purine Ribonucleoside Monophosphate Biosynthetic Process	11	21	5	0.45454545454545453	0.001058147737579361	0.23809523809523808	429.56709956709955	0.18518518518518517	3.6514756949770506e-13
gpt-4o-2024-08-06	Pyrimidine Catabolism	Pyrimidine Nucleobase Catabolic Process	7	5	2	0.2857142857142857	0.0002519399375188955	0.4	1134.057142857143	0.2	1.0658751172658666e-06
gpt-4o-2024-08-06	Pyrimidine Salvage	Pyrimidine Nucleobase Catabolic Process	7	8	0	0.0	0.0004031039000302328	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Pyroptosis	Pyroptosis	28	13	8	0.2857142857142857	0.0006550438375491283	0.6153846153846154	436.1758241758242	0.24242424242424243	6.681541930667003e-21
gpt-4o-2024-08-06	Pyruvate Metabolism	Pyruvate Metabolic Process	50	28	14	0.28	0.0014108636501058147	0.5	198.46000000000004	0.21875	2.188372829685354e-30
gpt-4o-2024-08-06	RA Biosynthesis Pathway	IMP Biosynthetic Process	7	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	RAB Geranylgeranylation	Protein Geranylgeranylation	5	14	3	0.6	0.0007054318250529074	0.21428571428571427	850.5428571428572	0.1875	2.792145978400306e-09
gpt-4o-2024-08-06	RAF/MAP Kinase Cascade	MAPK Cascade	98	60	21	0.21428571428571427	0.003023279250226746	0.35	70.87857142857143	0.15328467153284672	2.5421587117153874e-34
gpt-4o-2024-08-06	RMTs Methylate Histone Arginines	Histone Arginine Methylation	5	10	1	0.2	0.000503879875037791	0.1	396.92	0.07142857142857142	0.002517115126778743
gpt-4o-2024-08-06	RNA Polymerase I Promoter Clearance	Transcription Initiation At RNA Polymerase I Promoter	7	13	4	0.5714285714285714	0.0006550438375491283	0.3076923076923077	872.3516483516484	0.25	3.868582076886959e-12
gpt-4o-2024-08-06	RNA Polymerase I Promoter Escape	Transcription Initiation At RNA Polymerase I Promoter	7	20	4	0.5714285714285714	0.001007759750075582	0.2	567.0285714285715	0.17391304347826086	2.619218064050253e-11
gpt-4o-2024-08-06	RNA Polymerase I Promoter Opening	Transcription Initiation At RNA Polymerase I Promoter	7	8	3	0.42857142857142855	0.0004031039000302328	0.375	1063.1785714285713	0.25	1.5035769885191305e-09
gpt-4o-2024-08-06	RNA Polymerase I Transcription Initiation	Transcription Initiation At RNA Polymerase I Promoter	7	12	4	0.5714285714285714	0.0006046558500453492	0.3333333333333333	945.047619047619	0.26666666666666666	2.6785732142615455e-12
gpt-4o-2024-08-06	RNA Polymerase I Transcription	Transcription By RNA Polymerase I	17	18	6	0.35294117647058826	0.0009069837750680237	0.3333333333333333	389.13725490196083	0.20689655172413793	2.6939962033893246e-15
gpt-4o-2024-08-06	RNA Polymerase I Transcription Termination	Termination Of RNA Polymerase II Transcription	7	7	0	0.0	0.0003527159125264537	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	RNA Polymerase II Pre-transcription Events	RNA Polymerase II Preinitiation Complex Assembly	56	25	3	0.05357142857142857	0.0012596996875944774	0.12	42.527142857142856	0.038461538461538464	4.6835911757398254e-05
gpt-4o-2024-08-06	RNA Polymerase II Transcription	Transcription By RNA Polymerase II	192	90	50	0.2604166666666667	0.004534918875340119	0.5555555555555556	57.424768518518526	0.21551724137931033	8.265924164646226e-79
gpt-4o-2024-08-06	RNA Polymerase II Transcription Termination	Termination Of RNA Polymerase II Transcription	7	14	2	0.2857142857142857	0.0007054318250529074	0.14285714285714285	405.0204081632653	0.10526315789473684	9.684808123749362e-06
gpt-4o-2024-08-06	RNA Polymerase III Transcription Initiation From Type 1 Promoter	Transcription Initiation At RNA Polymerase I Promoter	7	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	RNA Polymerase III Transcription Initiation From Type 2 Promoter	Transcription By RNA Polymerase III	28	17	5	0.17857142857142858	0.0008565957875642446	0.29411764705882354	208.46638655462186	0.125	2.3443008148563228e-11
gpt-4o-2024-08-06	RNA Polymerase III Transcription Initiation From Type 3 Promoter	Transcription By RNA Polymerase III	28	13	4	0.14285714285714285	0.0006550438375491283	0.3076923076923077	218.0879120879121	0.10810810810810811	2.2459315398423792e-09
gpt-4o-2024-08-06	RNA Polymerase III Transcription Initiation	Transcription By RNA Polymerase III	28	20	10	0.35714285714285715	0.001007759750075582	0.5	354.39285714285717	0.2631578947368421	9.227171133066085e-25
gpt-4o-2024-08-06	RNA Polymerase III Transcription Termination	Termination Of RNA Polymerase II Transcription	7	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	RNA Polymerase II Transcribes snRNA Genes	snRNA Transcription By RNA Polymerase II	10	30	0	0.0	0.001511639625113373	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	RUNX2 Regulates Osteoblast Differentiation	Regulation Of Osteoblast Differentiation	85	20	4	0.047058823529411764	0.001007759750075582	0.2	46.69647058823529	0.039603960396039604	1.440818585500404e-06
gpt-4o-2024-08-06	Rap1 Signaling	Ras Protein Signal Transduction	144	34	14	0.09722222222222222	0.0017131915751284893	0.4117647058823529	56.74918300653595	0.08536585365853659	7.219555810532807e-22
gpt-4o-2024-08-06	Receptor Mediated Mitophagy	Positive Regulation Of Mitophagy	6	15	0	0.0	0.0007558198125566865	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Receptor-type Tyrosine-Protein Phosphatases	Transmembrane Receptor Protein Tyrosine Phosphatase Signaling Pathway	5	17	3	0.6	0.0008565957875642446	0.17647058823529413	700.4470588235295	0.15789473684210525	5.214913563655374e-09
gpt-4o-2024-08-06	Regulated Necrosis	Necroptotic Process	9	16	4	0.4444444444444444	0.0008062078000604656	0.25	551.2777777777777	0.19047619047619047	3.540312733686986e-11
gpt-4o-2024-08-06	Regulation Of Apoptosis	Regulation Of Apoptotic Process	705	26	23	0.032624113475177303	0.0013100876750982565	0.8846153846153846	24.902236770321878	0.03248587570621469	7.6061301513817335e-31
gpt-4o-2024-08-06	Regulation Of Complement Cascade	Regulation Of Complement Activation	9	27	4	0.4444444444444444	0.0013604756626020356	0.14814814814814814	326.6831275720165	0.125	3.406305976404402e-10
gpt-4o-2024-08-06	Regulation Of HSF1-mediated Heat Shock Response	Regulation Of Cellular Response To Heat	15	13	2	0.13333333333333333	0.0006550438375491283	0.15384615384615385	203.54871794871795	0.07692307692307693	4.139073289164752e-05
gpt-4o-2024-08-06	Regulation Of IFNA/IFNB Signaling	Regulation Of Type I Interferon-Mediated Signaling Pathway	33	20	4	0.12121212121212122	0.001007759750075582	0.2	120.27878787878788	0.08163265306122448	3.0112789096136276e-08
gpt-4o-2024-08-06	Regulation Of IFNG Signaling	Regulation Of Type I Interferon-Mediated Signaling Pathway	33	21	1	0.030303030303030304	0.001058147737579361	0.047619047619047616	28.63780663780664	0.018867924528301886	0.034361342743461164
gpt-4o-2024-08-06	Regulation Of NF-kappa B Signaling	Regulation Of I-kappaB kinase/NF-kappaB Signaling	232	30	16	0.06896551724137931	0.001511639625113373	0.5333333333333333	45.62298850574713	0.06504065040650407	9.074615111947958e-24
gpt-4o-2024-08-06	Regulation Of PLK1 Activity At G2/M Transition	Regulation Of Cell Cycle G2/M Phase Transition	18	20	2	0.1111111111111111	0.001007759750075582	0.1	110.25555555555556	0.05555555555555555	0.0001462005007046062
gpt-4o-2024-08-06	Regulation Of RAS By GAPs	Regulation Of Ras Protein Signal Transduction	76	16	2	0.02631578947368421	0.0008062078000604656	0.125	32.641447368421055	0.022222222222222223	0.0016773538976855538
gpt-4o-2024-08-06	Regulation Of RUNX2 Expression And Activity	Regulation Of Osteoblast Differentiation	85	24	4	0.047058823529411764	0.0012093117000906983	0.16666666666666666	38.91372549019608	0.0380952380952381	3.1189778585653145e-06
gpt-4o-2024-08-06	Regulation Of TLR By Endogenous Ligand	Regulation Of Toll-Like Receptor Signaling Pathway	20	17	1	0.05	0.0008565957875642446	0.058823529411764705	58.37058823529412	0.027777777777777776	0.017001289589393218
gpt-4o-2024-08-06	Regulation Of TNFR1 Signaling	Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway	48	18	1	0.020833333333333332	0.0009069837750680237	0.05555555555555555	22.96990740740741	0.015384615384615385	0.042669556542194204
gpt-4o-2024-08-06	Regulation Of TP53 Activity	Regulation Of Signal Transduction By P53 Class Mediator	47	27	6	0.1276595744680851	0.0013604756626020356	0.2222222222222222	93.83451536643025	0.08823529411764706	3.6113135827870105e-11
gpt-4o-2024-08-06	Regulation Of Actin Dynamics For Phagocytic Cup Formation	Regulation Of Actin Cytoskeleton Organization	91	45	3	0.03296703296703297	0.0022674594376700594	0.06666666666666667	14.53919413919414	0.022556390977443608	0.0011512329622936962
gpt-4o-2024-08-06	Regulation Of Beta-Cell Development	Regulation Of Type B Pancreatic Cell Development	8	15	1	0.125	0.0007558198125566865	0.06666666666666667	165.38333333333335	0.045454545454545456	0.006031648272882127
gpt-4o-2024-08-06	Regulation Of Cholesterol Biosynthesis By SREBP (SREBF)	Regulation Of Cholesterol Biosynthetic Process	15	30	5	0.3333333333333333	0.001511639625113373	0.16666666666666666	220.51111111111112	0.125	1.65143248115625e-11
gpt-4o-2024-08-06	Regulation Of Gene Expression By Hypoxia-inducible Factor	Regulation Of Cellular Response To Hypoxia	6	24	1	0.16666666666666666	0.0012093117000906983	0.041666666666666664	137.81944444444443	0.034482758620689655	0.007234877693429438
gpt-4o-2024-08-06	Regulation Of Gene Expression In Beta Cells	Regulation Of Gene Expression	1127	17	3	0.0026619343389529724	0.0008565957875642446	0.17647058823529413	3.107573464168276	0.0026292725679228747	0.06847546245959955
gpt-4o-2024-08-06	Regulation Of Gene Expression In Early Pancreatic Precursor Cells	Regulation Of Type B Pancreatic Cell Development	8	17	1	0.125	0.0008565957875642446	0.058823529411764705	145.9264705882353	0.041666666666666664	0.006833457897056333
gpt-4o-2024-08-06	Regulation Of Glycolysis By Fructose 2,6-Bisphosphate Metabolism	Regulation Of Glycolytic Process	40	7	0	0.0	0.0003527159125264537	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Regulation Of Innate Immune Responses To Cytosolic DNA	Regulation Of Innate Immune Response	78	20	4	0.05128205128205128	0.001007759750075582	0.2	50.88717948717949	0.0425531914893617	1.0196317279848352e-06
gpt-4o-2024-08-06	Regulation Of Insulin Secretion	Regulation Of Insulin Secretion	87	23	7	0.08045977011494253	0.0011589237125869192	0.30434782608695654	69.42628685657172	0.06796116504854369	5.632831956034094e-12
gpt-4o-2024-08-06	Regulation Of Localization Of FOXO Transcription Factors	Regulation Of Cellular Localization	72	20	0	0.0	0.001007759750075582	0.0	0.0	0.0	1.0
gpt-4o-2024-08-06	Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements	Regulation Of mRNA Stability	74	12	4	0.05405405405405406	0.0006046558500453492	0.3333333333333333	89.39639639639641	0.04878048780487805	8.617337036002833e-08
gpt-4o-2024-08-06	Regulation Of Necroptotic Cell Death	Regulation Of Necrotic Cell Death	8	16	1	0.125	0.0008062078000604656	0.0625	155.046875	0.043478260869565216	0.006432623857260974
gpt-4o-2024-08-06	Regulation Of Pyruvate Dehydrogenase (PDH) Complex	Regulation Of Pyruvate Dehydrogenase Activity	6	15	2	0.3333333333333333	0.0007558198125566865	0.13333333333333333	441.02222222222224	0.10526315789473684	7.984130411773465e-06
