set_descr	generatio	bgratio	richFactor	foldEnrich	p_val	p_adj	intersection	set_genes	ngenes	nset	ninter
Pertussis	0.06896551724137931	0.0038294870502872114	0.02631578947368421	18.00907441016334	0.005510886985238156	0.16031671229783725	FOS,CXCL8	NFKB1,IL1B,CALML6,C5,IL6,TNF,LY96,CXCL8,TRAF6,RHOA,IRF3,C1S,IL23A,MAPK9,CALM1,MAPK1,IRF1,NLRP3,CASP1,CALML4,C4BPA,TICAM2,C3,IL12B,IRF8,IRAK1,C1QC,C2,FOS,MAPK14,TLR4,MAPK8,ITGA5,CALML3,C4BPB,CALML5,PYCARD,ITGAM,C4B,TICAM1,CALM2,IL1A,MAPK11,C4A,CASP7,SFTPA2,GNAI2,SFTPA1,CALM3,CASP3,IRAK4,ITGB2,ITGB1,NOD1,C1R,C1QA,GNAI1,MAPK13,CFL2,MAPK10,MAPK12,C1QB,IL12A,CD14,IL10,RELA,MYD88,SERPING1,GNAI3,NOS2,MAPK3,JUN,TIRAP,CFL1,CXCL5,CXCL6	29	76	2
B cell receptor signaling pathway	0.06896551724137931	0.004081426987806107	0.024691358024691357	16.897403150276713	0.00623677072949971	0.16631388611999226	FOS,LILRB2	NFKB1,DAPP1,IFITM1,IKBKB,IKBKG,PPP3R1,PIK3CA,LILRB5,PLCG2,BLNK,AKT3,LILRA6,PTPN6,PRKCB,PIK3R3,PPP3R2,RAC2,RAC3,RELA,MAPK3,LILRA1,CD81,CD19,FCGR2B,HRAS,LILRA5,NFKBIA,LILRB2,CD79A,PPP3CA,KRAS,BTK,VAV1,SOS2,NFATC3,IGH,RAC1,LILRB1,INPPL1,PIK3R2,AKT1,GRB2,LILRA2,CARD11,GSK3B,PPP3CB,PIK3R1,MAP2K2,RASGRP3,CD79B,BCL10,MAP2K1,NFATC2,VAV3,LILRB4,LILRA4,SOS1,NFKBIB,RAF1,CR2,CHUK,MALT1,LYN,MAPK1,LILRA3,PIK3CB,FOS,AKT2,NFATC1,LILRB3,CD72,CD22,SYK,VAV2,PPP3CC,PIK3AP1,NFKBIE,INPP5D,NRAS,PIK3CD,JUN	29	81	2
Viral protein interaction with cytokine and cytokine receptor	0.06896551724137931	0.00503879875037791	0.02	13.686896551724137	0.00936638382697709	0.23055714035635913	CCL3,CXCL8	CCL3L3,XCL1,CXCL1,CXCL9,IL6,CCL19,CCL28,PF4,TNFRSF14,CCR2,IL2RB,CXCL12,IL18R1,CCR6,CXCR2,IL34,CCR3,IL2,CXCL13,TNFRSF1A,CCR1,CCL4L1,CXCL11,CXCR3,CXCR4,CCL14,XCL2,TNF,TNFSF10,IL10RB,CXCL14,CCL8,CCL16,IL2RA,TNFRSF10C,CCL13,CCR9,LTA,CCL1,ACKR4,TNFRSF10A,CXCR1,CSF1,CCR8,CCL7,IL6ST,CCL27,ACKR3,IL20RB,TNFRSF1B,CCL22,IL10,CXCL10,LTBR,CCR4,CXCL2,CCL2,IL6R,CXCL3,TNFSF14,CCL3L1,CSF1R,CCL3,XCR1,IL18,TNFRSF10B,IL2RG,CCL4,CCL11,IL10RA,IL22RA1,CCL18,CCL21,IL19,CXCL5,CCL5,CXCL8,TNFRSF10D,CX3CR1,IL24,PPBP,CCR7,PF4V1,CCL15,IL20RA,IL37,CX3CL1,CCL26,IL20,CCR5,CCR10,CCL17,CCL25,CCL24,IL18RAP,CCL20,CCL4L2,CCL23,CXCR5,CXCL6	29	100	2
NF-kappa B signaling pathway	0.06896551724137931	0.005240350700393026	0.019230769230769232	13.160477453580903	0.010098125360422079	0.23081429395250466	TNFAIP3,CXCL8	NFKB1,CXCL1,GADD45A,TRAF6,IKBKB,CCL19,IKBKG,LAT,RELB,TRAF2,MAP3K7,TRADD,CXCL12,BIRC3,PLCG2,ICAM1,LBP,BLNK,PRKCB,TNFRSF1A,TAB1,IRAK4,CCL4L1,CD40LG,RELA,TNFSF11,TNFAIP3,PIAS4,IL1B,MAP3K14,TNF,LY96,TRAF5,CARD10,EDA2R,CCL13,LTA,NFKBIA,TICAM2,IRAK1,CSNK2A2,BTK,CD40,GADD45B,BCL2L1,NFKB2,PIDD1,TAB3,TNFRSF11A,CSNK2A1,IGH,GADD45G,BCL2A1,LTBR,PLAU,XIAP,TNFRSF13C,CXCL2,CXCL3,LTB,TNFSF13B,TNFSF14,PARP1,RIPK1,DDX58,CYLD,EDAR,CARD11,TLR4,ZAP70,TICAM1,TRAF3,CARD14,TAB2,CCL4,BCL10,VCAM1,EDARADD,TRAF1,CCL21,CSNK2B,MYD88,CHUK,MALT1,CXCL8,BIRC2,PTGS2,LYN,ATM,BCL2,TRIM25,ERC1,CFLAR,EDA,SYK,PLCG1,CSNK2A3,TIRAP,CD14,UBE2I,LCK,CCL4L2,PRKCQ,IL1R1	29	104	2
TNF signaling pathway	0.06896551724137931	0.005643454600423259	0.017857142857142856	12.220443349753696	0.011635353482892904	0.23298760255066697	FOS,TNFAIP3	MAP2K3,NFKB1,CXCL1,IL6,IKBKB,IKBKG,PIK3CA,IRF1,TRAF2,MAP3K7,CREB5,TRADD,CREB3L1,BIRC3,ICAM1,IL18R1,AKT3,ATF6B,MLKL,TNFRSF1A,PIK3R3,TAB1,MAP3K5,RELA,MMP9,MAPK3,TNFAIP3,CSF2,IL1B,MAP3K14,RPS6KA4,TNF,TRAF5,LTA,NFKBIA,MAP2K6,CASP10,MMP3,CASP8,CREB1,CREB3,CREB3L2,JUNB,MAP3K8,JAG1,CSF1,RPS6KA5,CASP3,TAB3,TNFRSF1B,RIPK3,MAP2K4,MAPK13,PGAM5,MAPK12,SELE,CXCL10,VEGFD,BCL3,CXCL2,CCL2,DNM1L,CXCL3,PIK3R2,AKT1,MMP14,MAPK9,RIPK1,MAPK14,MAP2K7,BAG4,CEBPB,CASP7,PIK3R1,TRAF3,FADD,TAB2,IFNB1,VCAM1,MAP2K1,TRAF1,DAB2IP,NOD2,CXCL5,CCL5,CHUK,ATF4,BIRC2,LIF,PTGS2,IL15,MAPK1,VEGFC,PIK3CB,FOS,CREB3L4,AKT2,EDN1,MAPK8,CFLAR,CX3CL1,MAPK11,CREB3L3,ITCH,CXCL6,MAPK10,ATF2,PIK3CD,SOCS3,JUN,CCL20,FAS	29	112	2
Riboflavin metabolism	0.034482758620689655	0.0004031039000302328	0.125	85.54310344827586	0.01164938012753335	0.23298760255066697	ACP5	ACP5,BLVRB,FLAD1,ENPP3,ACP2,ENPP1,RFK,ACP1	29	8	1
Lysosome	0.06896551724137931	0.006449662400483724	0.015625	10.692887931034482	0.014996679708859746	0.2822904415785364	ACP5,SLC11A1	HYAL1,HYAL2,CTSG,NAGA,IDS,AP3D1,AP1S3,NPC1,CTSK,AGA,ENTPD4,HYAL4,GM2A,ATP6V0A1,ABCA2,DNASE2B,NAGLU,IGF2R,FUCA1,AP3M1,GNS,ACP2,CD63,CLTC,SLC11A2,CLTA,CTSB,ATP6V0C,ATP6V0D1,AP1S2,TPP1,AP3M2,SMPD1,AP1M1,NAGPA,PSAP,GBA,AP4E1,CLTB,GNPTAB,CTSS,LAMP2,CTSA,SGSH,SLC17A5,SORT1,AP1G1,MFSD8,MANBA,SPAM1,CTSV,FUCA2,PPT2,DNASE2,CTSL,ARSG,AP3S1,GALC,PPT1,AP3B2,CD164,LIPA,GALNS,AP4B1,ACP5,AP1G2,CTSO,PLA2G15,M6PR,GUSB,LITAF,ATP6V0A2,AP1S1,ARSB,ATP6AP1,SLC11A1,GLB1,LAPTM4A,SCARB2,CTSH,AP3B1,CTSE,GAA,TCIRG1,IDUA,CTSZ,HEXB,GLA,NEU1,ATP6V0B,LAPTM4B,CTSW,ABCB9,CTSC,ARSA,AP3S2,ASAH1,CTSF,CLTCL1,LGMN,HGSNAT,CD68,HEXA,CTSD,CLN5,LAMP3,GGA2,GNPTG,LAPTM5,MAN2B1,AP1M2,CTNS,NAPSA,AP4S1,GGA3,LAMP1,PSAPL1,AP4M1,ATP6V1H,HYAL3,CLN3,MCOLN1,GGA1,AP1B1,NPC2,ATP6V0A4,ATP6V0D2,SUMF1	29	128	2
Yersinia infection	0.06896551724137931	0.006903154288017736	0.014598540145985401	9.9904354392147	0.01705001746834919	0.30311142165954114	FOS,CXCL8	MAP2K3,NFKB1,GNAQ,IL6,TRAF6,IKBKB,ARHGEF12,IKBKG,PIK3CA,LAT,LCP2,CDC42,TRAF2,MAP3K7,ITGA5,RHOG,ACTR3B,AKT3,FYB1,IL2,PIK3R3,TAB1,IRAK4,RAC2,RAC3,RELA,ARPC5,ACTR3,BCAR1,MAPK3,WAS,RPS6KA6,PKN2,IL1B,LIMK1,TNF,PTK2B,WIPF1,PTK2,ACTG1,NFKBIA,MAP2K6,CRKL,TBK1,IRAK1,PIP5K1B,ARPC3,FN1,NLRC4,ARHGEF7,ARF6,ARPC2,FCGR2A,RPS6KA3,VAV1,PIP5K1C,NFATC3,MAP2K4,MAPK13,MAPK12,IGH,IL10,ELMO2,RAC1,WASF2,ARPC1B,CCL2,PIK3R2,AKT1,RHOA,MAPK9,GIT2,NLRP3,CD8B,MAPK14,MAP2K7,IL18,TLR4,ARHGEF1,GSK3B,PYCARD,RPS6KA2,ELMO1,ZAP70,TICAM1,PIK3R1,ROCK2,ACTB,MAP2K2,RPS6KA1,WASL,TAB2,PIP5K1A,IFNB1,ARHGEF28,WIPF2,MAP2K1,NFATC2,VAV3,PKN1,BAIAP2,MYD88,ACTR2,ARPC5L,CHUK,SRC,SKAP2,CXCL8,IRF3,MEFV,MAPK1,CASP1,ARPC1A,CD8B2,PIK3CB,FOS,AKT2,ROCK1,MAPK8,WIPF3,PXN,NFATC1,DOCK1,MAPK11,VAV2,PLCG1,ACTR3C,ITGB1,CD4,CD8A,ITGA4,MAPK10,LCK,PIK3CD,JUN,CRK,ARPC4	29	137	2
Non-alcoholic fatty liver disease	0.06896551724137931	0.00781013806308576	0.012903225806451613	8.830255839822025	0.02149282015368408	0.35221299629449404	FOS,CXCL8	PRKAG3,NDUFC2-KCTD14,NFKB1,NDUFB4,COX6A2,IL6,UQCR11,IKBKB,PIK3CA,NDUFS2,NDUFA3,IRS2,CDC42,TRAF2,ERN1,PPARG,NDUFA1,NDUFA7,AKT3,NDUFV1,NDUFA4,TNFRSF1A,PIK3R3,COX6B2,MAP3K5,INS,DDIT3,NDUFC2,NDUFB7,COX5A,RELA,GSK3A,UQCRH,MAP3K11,NDUFS3,PRKAA1,IL1B,PKLR,TNF,SREBF1,LEP,PPARA,ADIPOR2,NDUFV3,NDUFAB1,NDUFB5,CASP8,NDUFA9,COX8C,COX7A1,COX6B1,NDUFA10,MLXIP,NDUFB6,BCL2L11,IRS1,IL1A,NDUFB11,XBP1,CASP3,NDUFS7,MAPK13,UQCRHL,RXRA,MAPK12,CEBPA,NDUFB3,NDUFA2,CYP2E1,COX6C,RAC1,PRKAB1,COX4I1,NR1H3,NDUFC1,EIF2AK3,NDUFS8,NDUFS4,IL6R,PIK3R2,COX4I2,AKT1,NDUFA8,MAPK9,UQCRB,COX1,NDUFB2,MAPK14,COX6A1,NDUFA13,GSK3B,COX7B2,CASP7,SDHA,PIK3R1,NDUFS6,BID,COX7C,UQCRC2,CYCS,PRKAG2,CYC1,INSR,NDUFA11,UQCR10,NDUFA6,NDUFB8,COX2,NDUFS1,NDUFB1,SDHC,COX7A2L,BAX,COX7B,NDUFA4L2,NDUFS5,NDUFA12,CYTB,COX8A,ATF4,CXCL8,MLX,ADIPOQ,TGFB1,PRKAG1,PIK3CB,PRKAA2,ADIPOR1,FOS,AKT2,MAPK8,SDHD,COX7A2,NDUFA5,PRKAB2,MAPK11,UQCRC1,EIF2S1,SDHB,NDUFB10,NDUFB9,COX5B,ITCH,FASLG,MAPK10,COX3,NDUFV2,UQCRFS1,MLXIPL,PIK3CD,SOCS3,LEPR,JUN,UQCRQ,FAS	29	155	2
Hepatitis C	0.06896551724137931	0.007910914038093318	0.012738853503184714	8.71776850428289	0.022013312268405878	0.35221299629449404	MX1,OAS2	NFKB1,IFNA5,TRAF6,IKBKB,BRAF,IKBKG,PIK3CA,ARAF,RNASEL,TRAF2,E2F2,IFNA2,TRADD,E2F3,IFNA16,APAF1,CLDN34,IFNAR1,AKT3,MAVS,IFNA17,CLDN20,TNFRSF1A,PIK3R3,STAT1,OAS3,IFNA7,CLDN9,RELA,MAPK3,CD81,CLDN25,MX1,TLR3,TNF,PPP2R2D,IFIT1B,PPP2R2B,CASP9,TYK2,PPARA,HRAS,IFNA6,NFKBIA,TBK1,RSAD2,CASP8,KRAS,CLDN5,YWHAG,CLDN4,CLDN10,LDLR,IFIT1,CASP3,IFNA4,PPP2R1A,EIF2AK4,SOS2,MYC,IFNAR2,EIF2AK1,RXRA,CLDN15,CTNNB1,CXCL10,CLDN1,NR1H3,EIF2AK3,RB1,EIF2AK2,YWHAE,CCND1,PIK3R2,AKT1,IKBKE,IFNA13,RIPK1,DDX58,CLDN7,CLDN14,GRB2,PSME3,GSK3B,CLDN3,CDK6,TICAM1,STAT3,EIF3E,PPP2CB,TP53,PIK3R1,CDK4,TRAF3,CLDN18,MAP2K2,BID,FADD,PPP2R2C,CLDN11,CYCS,IFNB1,IRF9,PPP2R1B,CDKN1A,MAP2K1,IFNA14,SCARB1,CLDN24,E2F1,PIAS1,CLDN8,IRF7,SOS1,BAX,RAF1,CHUK,IFNA8,BAK1,OAS1,IRF3,MAPK1,YWHAH,CLDN23,CLDN16,IFNG,STAT2,OAS2,PIK3CB,CDK2,AKT2,CLDN2,IFNA10,YWHAB,IFNA1,EGF,CFLAR,PPP2R2A,JAK1,EIF2S1,CLDN19,BAD,IFNA21,MX2,FASLG,CLDN22,NRAS,PPP2CA,CLDN6,PIK3CD,SOCS3,EGFR,YWHAQ,CLDN17,YWHAZ,OCLN,FAS	29	157	2
Hepatitis B	0.06896551724137931	0.008162853975612214	0.012345679012345678	8.448701575138356	0.02333742814367835	0.35561795266557483	FOS,CXCL8	ELK1,MAP2K3,NFKB1,IFNA5,IL6,TRAF6,IKBKB,BRAF,IKBKG,PIK3CA,ARAF,MAP3K7,E2F2,CREB5,IFNA2,CREB3L1,E2F3,IFNA16,APAF1,DDB2,IFNAR1,AKT3,MAVS,ATF6B,IFNA17,PRKCB,DDX3X,TAB1,IRAK4,PIK3R3,HSPG2,STAT1,IFNA7,RELA,MMP9,CCNA1,STAT6,MAPK3,CCNA2,TGFB3,BIRC5,TLR3,TNF,EP300,JAK2,PTK2B,CASP9,TYK2,TGFBR2,HRAS,IFNA6,NFKBIA,MAP2K6,CASP10,TICAM2,TBK1,IRAK1,CASP8,CREB1,KRAS,CREB3,CREB3L2,PCNA,STAT5B,CASP3,IFNA4,SOS2,MYC,NFATC3,MAP2K4,MAPK13,EGR3,MAPK12,STAT4,NFATC4,RB1,PRKCG,PIK3R2,AKT1,SMAD4,IKBKE,IFNA13,MAPK9,DDX58,IFIH1,GRB2,CCNE2,MAPK14,MAP2K7,TLR4,TICAM1,STAT3,TP53,PIK3R1,TRAF3,ATP6AP1,MAP2K2,BID,FADD,CYCS,TAB2,IFNB1,CASP12,CDKN1A,TGFBR1,MAP2K1,NFATC2,SLC10A1,IFNA14,E2F1,YWHAQ,IRF7,SOS1,MYD88,STAT5A,BAX,RAF1,CHUK,SRC,IFNA8,ATF4,CXCL8,MAP3K1,IRF3,MAPK1,TGFB1,STAT2,JAK3,PIK3CB,BCL2,CDK2,FOS,CREB3L4,AKT2,MAPK8,NFATC1,SMAD3,IFNA10,TGFB2,CCNE1,YWHAB,IFNA1,CREBBP,MAPK11,JAK1,CREB3L3,BAD,PRKCA,IFNA21,FASLG,MAPK10,ATF2,NRAS,TLR2,DDB1,PIK3CD,EGR2,JUN,VDAC3,TIRAP,YWHAZ,FAS	29	162	2
Primary bile acid biosynthesis	0.034482758620689655	0.0008565957875642446	0.058823529411764705	40.25557809330629	0.024598320828907748	0.35779375751138537	HSD3B7	SCP2,CYP8B1,AMACR,AKR1D1,HSD3B7,CYP46A1,CYP39A1,HSD17B4,ACOT8,BAAT,AKR1C4,ACOX2,CH25H,CYP7A1,CYP27A1,SLC27A5,CYP7B1	29	17	1
Steroid biosynthesis	0.034482758620689655	0.001007759750075582	0.05	34.217241379310344	0.0288781183348739	0.401782515963463	DHCR24	SC5D,LBR,CYP27B1,LIPA,TM7SF2,DHCR7,LSS,CYP2R1,CEL,EBP,CYP51A1,DHCR24,FDFT1,SOAT1,SQLE,MSMO1,NSDHL,SOAT2,HSD17B7,CYP24A1	29	20	1
Chemokine signaling pathway	0.06896551724137931	0.009674493600725587	0.010416666666666666	7.128591954022989	0.03194254410324541	0.4120884993340024	CCL3,CXCL8	CCL3L3,XCL1,NFKB1,PRKACA,CXCL1,CXCL9,GNAQ,PLCB1,IKBKB,BRAF,CCL19,IKBKG,CCL28,PF4,PIK3CA,DOCK2,CCR2,CDC42,GNB3,CXCL12,GRK6,ADCY7,PLCB4,PLCG2,CCR6,AKT3,ADCY2,ADCY4,GNAI2,CXCR2,CCR3,PIK3CG,PRKCB,GNB2,CXCL13,GRK4,PIK3R3,CCR1,CCL4L1,STAT1,CXCL11,RAC2,CXCR3,RAC3,RELA,GSK3A,BCAR1,GNG4,MAPK3,CXCR4,WAS,CCL14,XCL2,JAK2,PTK2B,CXCL14,SHC2,PTK2,CCL8,HRAS,CCL16,CCL13,CCR9,CCL1,NFKBIA,CRKL,PARD3,GNB4,ADCY6,KRAS,CXCL16,PRKCZ,CXCR1,FGR,GNG8,GNB1,CCR8,CCL7,STAT5B,ADCY1,FOXO3,PRKACG,VAV1,CCL27,SOS2,CCL22,GNAI1,GNG3,CXCL10,CCR4,RAC1,SHC4,SHC1,RASGRP2,GNG12,RAP1A,GNG7,GNGT1,CXCL2,CCL2,PRKCD,CXCL3,PIK3R2,ITK,AKT1,RHOA,ADCY5,GNG10,CCL3L1,CCL3,XCR1,GRB2,GRK1,HCK,GRK3,GSK3B,PIK3R5,ARRB1,CCL20,GNG13,ELMO1,PLCB3,STAT3,PIK3R1,CXCR6,ROCK2,RAP1B,GRK5,CCL4,PIK3R6,CCL11,PAK1,MAP2K1,GRK7,CCL18,CCL21,GNAI3,VAV3,ADCY8,SOS1,NFKBIB,GRK2,CXCL5,CCL5,NCF1,RAF1,PLCB2,CHUK,SRC,CXCL8,LYN,PREX1,CX3CR1,MAPK1,GNB5,PPBP,STAT2,CCR7,GNG2,PIK3CB,PF4V1,TIAM1,CCL15,ARRB2,JAK3,AKT2,ROCK1,PXN,GNG5,CX3CL1,CCL26,PLCG1,VAV2,PRKACB,GNGT2,CCR5,BAD,ADCY3,CCR10,CCL17,CCL25,ADCY9,SHC3,NRAS,CCL24,PIK3CD,GNG11,CRK,CCL4L2,CCL23,CXCR5,CXCL6	29	192	2
Kaposi sarcoma-associated herpesvirus infection	0.06896551724137931	0.009724881588229366	0.010362694300518135	7.091656244416652	0.032248143006998596	0.4120884993340024	FOS,CXCL8	NFKB1,CXCL1,IFNA5,IL6,IKBKB,IKBKG,HLA-B,PPP3R1,PIK3CA,C3,ATG3,ZFP36,TRAF2,E2F2,IFNA2,TRADD,GNB3,E2F3,IFNA16,PLCG2,ICAM1,IFNAR1,AKT3,CCR3,IFNA17,RCAN1,PIK3CG,TCF7L1,CD86,GNB2,TNFRSF1A,PIK3R3,CCR1,ITPR1,HLA-G,STAT1,PPP3R2,IFNA7,ATG14,RELA,GNG4,MAPK3,BECN1,CSF2,HLA-E,TLR3,EP300,JAK2,FGF2,CASP9,TYK2,HRAS,CALM1,IFNA6,NFKBIA,MAP2K6,TBK1,IFNGR1,CASP8,TCF7,GNB4,CREB1,LEF1,HLA-A,PPP3CA,KRAS,MTOR,CALM2,GNG8,GNB1,HIF1A,CALM3,CCR8,CASP3,IFNA4,IL6ST,MYC,NFATC3,MAP2K4,MAPK13,IFNAR2,CTNNB1,MAPK12,GNG3,RPS27A,GABARAP,NFATC4,CCR4,RAC1,BECN2,GNG12,GNG7,GNGT1,CXCL2,RB1,EIF2AK2,CXCL3,CCND1,PIK3R2,AKT1,IKBKE,IFNA13,MAPK9,GNG10,CALML4,HCK,MAPK14,MAP2K7,CALML5,GSK3B,PIK3R5,GNG13,PDGFB,TICAM1,STAT3,CDK6,PPP3CB,TP53,PIK3R1,CDK4,TRAF3,BID,MAP2K2,FADD,ANGPT2,CYCS,MICB,IFNB1,IRF9,PIK3R6,CDKN1A,ITPR3,PIK3C3,MAP2K1,NFATC2,IFNA14,E2F1,CD200R1L,IRF7,BAX,RAF1,CHUK,SRC,CALML6,IFNA8,BAK1,TCF7L2,MICA,PTGS2,CXCL8,GABARAPL1,IRF3,LYN,PREX1,MAPK1,GNB5,STAT2,ITPR2,GNG2,PIK3CB,FOS,AKT2,MAPK8,VEGFA,CALML3,NFATC1,IFNA10,GNG5,HLA-F,IFNA1,CREBBP,MAPK11,GABARAPL2,SYK,JAK1,PLCG1,PPP3CC,UBC,CLEC2B,GNGT2,MAPKAPK2,CCR5,HLA-C,IFNA21,UBA52,MAPK10,NRAS,CD200R1,PIK3CD,UBB,JUN,GNG11,FAS	29	193	2
Pathogenic Escherichia coli infection	0.06896551724137931	0.009926433538244482	0.01015228426395939	6.947663224225451	0.03348219057088769	0.4120884993340024	FOS,CXCL8	TUBB2A,MYH10,NFKB1,IL6,TRAF6,IKBKB,IKBKG,ARHGEF12,MYO1G,LPAR2,BRK1,TLR5,FYN,GNA13,TUBA1A,MYH14,CDC42,TRAF2,MAP3K7,TUBA8,TRADD,CLDN34,ACTR3B,MYO1F,PTPN6,CYTH3,F2,CLDN20,CYFIP2,LPAR1,TUBB3,TNFRSF1A,TAB1,IRAK4,NCK2,CTTN,TUBA1B,CLDN9,RELA,NCK1,ARPC5,ACTR3,MAPK3,MYO5C,TUBB,CLDN25,IL1B,TUBA3D,TNF,TNFSF10,CASP9,WIPF1,ACTG1,LPAR4,TMED10,NFKBIA,IRAK1,CASP8,TUBB1,SLC9A3R1,ARPC3,TNFRSF10A,CLDN5,MYO1D,CLDN4,CLDN10,LPAR5,NCKAP1L,NLRP4,MYO5A,ARF6,ARPC2,CASP3,MYO1A,PTPN11,CYTH2,TAB3,MYH11,FCGR2A,MAPK13,CLDN15,MAPK12,IGH,CASP4,RPS3,RAC1,WASF2,TUBB4A,CLDN1,ARPC1B,NCKAP1,TUBA1C,TUBB2B,TUBA3E,TUBB8,SEC24D,WASF1,TUBA3C,NAIP,RHOA,MAPK9,RIPK1,NLRP3,CLDN7,CLDN14,GAPDH,TUBB6,MAPK14,IL18,ARHGEF1,TLR4,PYCARD,TUBB4B,CLDN3,TNFRSF10B,CLDN18,SEC24C,EZR,CASP7,ROCK2,ACTB,FADD,ARF1,CLDN11,WASL,TAB2,CYCS,PAK2,PAK1,WIPF2,SEC24A,MYO1B,MYO5B,CLDN24,TJP1,NCL,CLDN8,BAIAP2,HCLS1,MYD88,NFKBIB,ARHGEF2,BAX,ACTR2,MYO1H,ARPC5L,CHUK,SRC,MYH9,BAK1,CYTH1,CXCL8,ABCF2,MYO1C,MAPK1,CLDN23,CLDN16,CASP1,ABL1,ARPC1A,BAIAP2L1,WASF3,FOS,ROCK1,CLDN2,CYFIP1,RAB1A,WIPF3,MAPK8,MYO1E,MAPK11,GNA12,PAK3,TMBIM6,CLDN19,ACTR3C,CYTH4,ITGB1,ARPC4,SEC24B,FAS,F2R,TIRAP,MAPK10,TUBAL3,CLDN22,MYO6,ABI1,FASLG,CLDN6,MYO10,TUBA4A,JUN,ARHGEF11,CLDN17,OCLN,IL1R1	29	197	2
Epstein-Barr virus infection	0.06896551724137931	0.010178373475763378	0.009900990099009901	6.775691362239672	0.035050682135368036	0.41541549197473226	OAS2,TNFAIP3	MAP2K3,NFKB1,TAP2,IFNA5,IL6,GADD45A,IKBKB,IKBKG,TRAF6,HLA-B,PIK3CA,PSMC3,HLA-DMA,SNW1,RELB,CD3G,HLA-DOB,TRAF2,MAP3K7,E2F2,IFNA2,TRADD,PSMD4,E2F3,RBPJ,IFNA16,APAF1,DDB2,PLCG2,ICAM1,IFNAR1,AKT3,MAVS,BLNK,IFNA17,MDM2,PIK3R3,TAB1,IRAK4,HLA-G,STAT1,OAS3,CD3E,IFNA7,CD247,RELA,HLA-DRB3,RBPJL,ISG15,CCNA1,TAPBP,HLA-DMB,TNFAIP3,CCNA2,HLA-E,CD19,MAP3K14,TNF,TRAF5,CASP9,TYK2,HLA-DRA,HLA-DRB5,IFNA6,NFKBIA,MAP2K6,RUNX3,TBK1,CASP8,IRAK1,HLA-A,HES1,BTK,CD40,GADD45B,SIN3A,PSMD8,PSMC4,BCL2L11,PSMD2,PSMD11,HLA-DQA1,NFKB2,CASP3,IFNA4,VIM,ITGAL,SKP2,MYC,MAP2K4,MAPK13,IFNAR2,CD3D,MAPK12,IGH,CCND3,B2M,GADD45G,TAP1,CXCL10,SEM1,ENTPD1,RAC1,CIR1,RB1,EIF2AK2,CCND1,PIK3R2,AKT1,IKBKE,IFNA13,RIPK1,PDIA3,MAPK9,DDX58,CCNE2,MAPK14,MAP2K7,SAP30,NEDD4,PSMD12,CDK6,STAT3,TP53,PIK3R1,CDK4,TRAF3,PSMD14,BID,FADD,FCER2,TAB2,CYCS,IFNB1,PSMC5,CCND2,IRF9,HDAC2,CDKN1A,HLA-DPA1,PSMC2,IFNA14,ENTPD8,E2F1,PSMD6,IRF7,MYD88,NFKBIB,BAX,PSMD13,CR2,CHUK,IFNA8,BAK1,CALR,OAS1,HDAC1,IRF3,PSMD7,LYN,HLA-DRB1,PSMC1,STAT2,JAK3,OAS2,HLA-DQA2,PIK3CB,BCL2,HLA-DOA,CDK2,AKT2,CDKN1B,MAPK8,POLK,PSMC6,IFNA10,HLA-F,CCNE1,IFNA1,CD58,MAPK11,SYK,JAK1,HLA-DRB4,HLA-DPB1,HLA-DQB1,NFKBIE,PSMD1,HLA-C,IFNA21,ENTPD3,MAPK10,PSMD3,TLR2,ADRM1,CD44,USP7,PIK3CD,SAP30L,NCOR2,JUN,FAS	29	202	2
