database	model	descr	descr_cleaned	ninter	nunion	jaccard_similarity
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Macroautophagy (GO:0016241)	Regulation Of Macroautophagy	4	11	0.36363636363636365
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Oogenesis (GO:0048477)	Oogenesis	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Microtubule Polymerization (GO:0046785)	Microtubule Polymerization	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Protein Autophosphorylation (GO:0046777)	Protein Autophosphorylation	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)	Positive Regulation Of Actin Cytoskeleton Reorganization	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Transmembrane Transport (GO:0034764)	Positive Regulation Of Transmembrane Transport	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Foam Cell Differentiation (GO:0090077)	Foam Cell Differentiation	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Alpha-Beta T Cell Activation (GO:0046631)	Alpha-Beta T Cell Activation	7	13	0.5384615384615384
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Myelination (GO:0031643)	Positive Regulation Of Myelination	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Hexose Transmembrane Transport (GO:0008645)	Hexose Transmembrane Transport	7	9	0.7777777777777778
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	Regulation Of I-kappaB kinase/NF-kappaB Signaling	5	11	0.45454545454545453
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Icosanoid Secretion (GO:0032305)	Positive Regulation Of Icosanoid Secretion	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Multivesicular Body-Lysosome Fusion (GO:0061763)	Multivesicular Body-Lysosome Fusion	1	9	0.1111111111111111
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Intracellular Protein Transport (GO:0033157)	Regulation Of Intracellular Protein Transport	0	8	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Actin Filament-Based Transport (GO:0099515)	Actin Filament-Based Transport	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Cyclase Activity (GO:0031280)	Negative Regulation Of Cyclase Activity	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Aromatic Amino Acid Transport (GO:0015801)	Aromatic Amino Acid Transport	2	3	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Necroptotic Process (GO:0060544)	Regulation Of Necroptotic Process	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Cell Cycle (GO:0045786)	Negative Regulation Of Cell Cycle	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Inositol Lipid-Mediated Signaling (GO:0048017)	Inositol Lipid-Mediated Signaling	3	13	0.23076923076923078
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Protein Localization To Microtubule Cytoskeleton (GO:0072698)	Protein Localization To Microtubule Cytoskeleton	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Enamel Mineralization (GO:0070166)	Enamel Mineralization	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	White Fat Cell Differentiation (GO:0050872)	White Fat Cell Differentiation	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Myoblast Differentiation (GO:0045661)	Regulation Of Myoblast Differentiation	3	5	0.6
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213)	Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716)	Negative Regulation Of Natural Killer Cell Mediated Immunity	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Axo-Dendritic Transport (GO:0008088)	Axo-Dendritic Transport	0	7	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	His-Purkinje System Development (GO:0003164)	His-Purkinje System Development	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Inflammatory Response (GO:0050729)	Positive Regulation Of Inflammatory Response	5	10	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)	Regulation Of Peptidyl-Threonine Phosphorylation	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120)	Cellular Response To Platelet-Derived Growth Factor Stimulus	1	8	0.125
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Peptidyl-Cysteine S-nitrosylation (GO:2000169)	Regulation Of Peptidyl-Cysteine S-nitrosylation	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Cell Communication (GO:0010646)	Regulation Of Cell Communication	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Biosynthetic Process (GO:0009891)	Positive Regulation Of Biosynthetic Process	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Protein Polymerization (GO:0032272)	Negative Regulation Of Protein Polymerization	0	2	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Histone H4-K8 Acetylation (GO:0043982)	Histone H4-K8 Acetylation	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Transposition (GO:0010528)	Regulation Of Transposition	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636)	Negative Regulation Of Alpha-Beta T Cell Activation	4	5	0.8
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Mononuclear Cell Migration (GO:0071676)	Negative Regulation Of Mononuclear Cell Migration	1	1	1.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cilium Assembly (GO:0060271)	Cilium Assembly	3	12	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Vacuole Fusion (GO:0097576)	Vacuole Fusion	0	7	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Response To Gonadotropin (GO:0034698)	Response To Gonadotropin	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Histone mRNA Catabolic Process (GO:0071044)	Histone mRNA Catabolic Process	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Macromolecule Metabolic Process (GO:0060255)	Regulation Of Macromolecule Metabolic Process	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Modulation By Host Of Symbiont Process (GO:0051851)	Modulation By Host Of Symbiont Process	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	Positive Regulation Of Nucleocytoplasmic Transport	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	N-terminal Protein Amino Acid Acetylation (GO:0006474)	N-terminal Protein Amino Acid Acetylation	2	3	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cilium Movement (GO:0003341)	Cilium Movement	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Atrioventricular Valve Morphogenesis (GO:0003181)	Atrioventricular Valve Morphogenesis	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Receptor Binding (GO:1900122)	Positive Regulation Of Receptor Binding	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Golgi Organization (GO:1903358)	Regulation Of Golgi Organization	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Protein Localization To Centrosome (GO:1904781)	Positive Regulation Of Protein Localization To Centrosome	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141)	Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein	4	5	0.8
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	Regulation Of Actin Polymerization Or Depolymerization	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	mRNA Methylation (GO:0080009)	mRNA Methylation	3	6	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Glycosylceramide Metabolic Process (GO:0006677)	Glycosylceramide Metabolic Process	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Spinal Cord Dorsal/Ventral Patterning (GO:0021513)	Spinal Cord Dorsal/Ventral Patterning	2	5	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Embryonic Hemopoiesis (GO:0035162)	Embryonic Hemopoiesis	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Response To Misfolded Protein (GO:0051788)	Response To Misfolded Protein	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894)	Regulation Of IRE1-mediated Unfolded Protein Response	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145)	Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Limb Development (GO:0060173)	Limb Development	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Smooth Muscle Cell Differentiation (GO:0051145)	Smooth Muscle Cell Differentiation	4	8	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Biomineral Tissue Development (GO:0070168)	Negative Regulation Of Biomineral Tissue Development	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)	Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway	5	12	0.4166666666666667
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Melanosome Localization (GO:0032400)	Melanosome Localization	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Lipid Kinase Activity (GO:0043550)	Regulation Of Lipid Kinase Activity	3	4	0.75
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of PERK-mediated Unfolded Protein Response (GO:1903898)	Negative Regulation Of PERK-mediated Unfolded Protein Response	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Intracellular Signal Transduction (GO:1902531)	Regulation Of Intracellular Signal Transduction	4	10	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	Positive Regulation Of Cell Adhesion Mediated By Integrin	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Coagulation (GO:0050820)	Positive Regulation Of Coagulation	4	12	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340)	Positive Regulation Of Type I Interferon-Mediated Signaling Pathway	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of ER To Golgi Vesicle-Mediated Transport (GO:0060628)	Regulation Of ER To Golgi Vesicle-Mediated Transport	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Myofibril Assembly (GO:0030239)	Myofibril Assembly	4	9	0.4444444444444444
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Calcium Ion Transmembrane Transport (GO:0070588)	Calcium Ion Transmembrane Transport	5	13	0.38461538461538464
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052)	Positive Regulation Of Proteolysis Involved In Protein Catabolic Process	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Vascular Process In Circulatory System (GO:0003018)	Vascular Process In Circulatory System	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Alpha-Beta T Cell Proliferation (GO:0046640)	Regulation Of Alpha-Beta T Cell Proliferation	2	11	0.18181818181818182
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Purine-Containing Compound Metabolic Process (GO:0072521)	Purine-Containing Compound Metabolic Process	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	mRNA Destabilization (GO:0061157)	mRNA Destabilization	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Pulmonary Valve Morphogenesis (GO:0003184)	Pulmonary Valve Morphogenesis	2	3	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Response To Hepatocyte Growth Factor (GO:0035728)	Response To Hepatocyte Growth Factor	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Synaptic Vesicle Membrane Organization (GO:0048499)	Synaptic Vesicle Membrane Organization	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Anoikis (GO:0043276)	Anoikis	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Phospholipase Activity (GO:0010518)	Positive Regulation Of Phospholipase Activity	0	2	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244)	Negative Regulation Of Transcription Elongation By RNA Polymerase II	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308)	Regulation Of DNA Methylation-Dependent Heterochromatin Formation	4	11	0.36363636363636365
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Nucleobase Biosynthetic Process (GO:0046112)	Nucleobase Biosynthetic Process	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)	Negative Regulation Of Glycogen Biosynthetic Process	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of MAPK Cascade (GO:0043410)	Positive Regulation Of MAPK Cascade	1	9	0.1111111111111111
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Osteoblast Differentiation (GO:0045669)	Positive Regulation Of Osteoblast Differentiation	2	5	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Autophagosome-Lysosome Fusion (GO:0061909)	Autophagosome-Lysosome Fusion	4	9	0.4444444444444444
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Response To Prostaglandin E (GO:0034695)	Response To Prostaglandin E	2	6	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897)	Regulation Of Response To Endoplasmic Reticulum Stress	4	8	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Heart Process (GO:0003015)	Heart Process	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Protein Phosphorylation (GO:0001932)	Regulation Of Protein Phosphorylation	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Lipid Transport (GO:0006869)	Lipid Transport	2	12	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Chitin Catabolic Process (GO:0006032)	Chitin Catabolic Process	0	2	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Nuclear Polyadenylation-Dependent rRNA Catabolic Process (GO:0071035)	Nuclear Polyadenylation-Dependent rRNA Catabolic Process	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Insulin Receptor Signaling Pathway (GO:0008286)	Insulin Receptor Signaling Pathway	6	11	0.5454545454545454
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Monoubiquitinated Protein Deubiquitination (GO:0035520)	Monoubiquitinated Protein Deubiquitination	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Myeloid Cell Activation Involved In Immune Response (GO:0002275)	Myeloid Cell Activation Involved In Immune Response	4	6	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Presynaptic Membrane Organization (GO:0097090)	Presynaptic Membrane Organization	3	7	0.42857142857142855
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Mitochondrial Transport (GO:0006839)	Mitochondrial Transport	2	5	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Muscle System Process (GO:0090257)	Regulation Of Muscle System Process	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Neuron Cell-Cell Adhesion (GO:0007158)	Neuron Cell-Cell Adhesion	0	3	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Vacuole Organization (GO:0007033)	Vacuole Organization	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	Regulation Of Cardiac Muscle Hypertrophy	0	7	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Programmed Cell Death (GO:0043069)	Negative Regulation Of Programmed Cell Death	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Presynaptic Membrane Assembly (GO:0097105)	Presynaptic Membrane Assembly	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Kidney Development (GO:0090184)	Positive Regulation Of Kidney Development	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of TORC1 Signaling (GO:1904263)	Positive Regulation Of TORC1 Signaling	3	10	0.3
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	Cellular Response To Molecule Of Bacterial Origin	4	4	1.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Protein Targeting To ER (GO:0045047)	Protein Targeting To ER	0	5	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Hydroxyurea (GO:0072711)	Cellular Response To Hydroxyurea	4	6	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Base-Excision Repair, Gap-Filling (GO:0006287)	Base-Excision Repair, Gap-Filling	2	5	0.4
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	Long-Chain fatty-acyl-CoA Metabolic Process	4	5	0.8
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226)	Negative Regulation Of NLRP3 Inflammasome Complex Assembly	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Apoptotic Process (GO:0042981)	Regulation Of Apoptotic Process	5	12	0.4166666666666667
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Cellular Response To Heat (GO:1900034)	Regulation Of Cellular Response To Heat	1	4	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of T Cell Migration (GO:2000404)	Regulation Of T Cell Migration	1	9	0.1111111111111111
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Leukocyte Degranulation (GO:0043301)	Negative Regulation Of Leukocyte Degranulation	0	4	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	Positive Regulation Of Cardiac Muscle Hypertrophy	2	3	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Neutrophil Migration (GO:1902624)	Positive Regulation Of Neutrophil Migration	1	5	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Muscle Cell Differentiation (GO:0042692)	Muscle Cell Differentiation	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Focal Adhesion Assembly (GO:0048041)	Focal Adhesion Assembly	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985)	Positive Regulation Of Hemoglobin Biosynthetic Process	4	5	0.8
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Membrane Repolarization (GO:0086009)	Membrane Repolarization	3	3	1.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	mRNA Modification (GO:0016556)	mRNA Modification	1	7	0.14285714285714285
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Heart Contraction (GO:0045823)	Positive Regulation Of Heart Contraction	1	8	0.125
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Ruffle Organization (GO:0031529)	Ruffle Organization	2	3	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of T Cell Differentiation (GO:0045580)	Regulation Of T Cell Differentiation	2	10	0.2
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Protein Targeting To Lysosome (GO:0006622)	Protein Targeting To Lysosome	1	14	0.07142857142857142
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Thiamine-Containing Compound Metabolic Process (GO:0042723)	Thiamine-Containing Compound Metabolic Process	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	DNA Methylation-Dependent Heterochromatin Formation (GO:0006346)	DNA Methylation-Dependent Heterochromatin Formation	5	13	0.38461538461538464
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Bacterial Lipopeptide (GO:0071221)	Cellular Response To Bacterial Lipopeptide	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Calcium Ion Transport (GO:0051928)	Positive Regulation Of Calcium Ion Transport	1	6	0.16666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Pteridine-Containing Compound Metabolic Process (GO:0042558)	Pteridine-Containing Compound Metabolic Process	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Response To Steroid Hormone (GO:0048545)	Response To Steroid Hormone	4	6	0.6666666666666666
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Blood Vessel Remodeling (GO:0060312)	Regulation Of Blood Vessel Remodeling	3	13	0.23076923076923078
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Postsynapse Organization (GO:0099173)	Postsynapse Organization	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Establishment Of Skin Barrier (GO:0061436)	Establishment Of Skin Barrier	5	10	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)	Positive Regulation Of Phosphatidylinositol 3-Kinase Activity	2	7	0.2857142857142857
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	Heparan Sulfate Proteoglycan Biosynthetic Process	4	7	0.5714285714285714
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Macrophage Migration (GO:1905522)	Negative Regulation Of Macrophage Migration	1	3	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Mitochondrial RNA Metabolic Process (GO:0000959)	Mitochondrial RNA Metabolic Process	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212)	Positive Regulation Of Telomere Maintenance Via Telomerase	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Muscle Contraction (GO:0006936)	Muscle Contraction	3	8	0.375
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Hexose Biosynthetic Process (GO:0019319)	Hexose Biosynthetic Process	3	9	0.3333333333333333
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Cellular Response To Type III Interferon (GO:0071358)	Cellular Response To Type III Interferon	2	8	0.25
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Heart Trabecula Formation (GO:0060347)	Heart Trabecula Formation	0	6	0.0
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Regulation Of Interleukin-10 Production (GO:0032653)	Regulation Of Interleukin-10 Production	2	4	0.5
GO_Biological_Process_2023_sample1000	gpt-4o-mini-2024-07-18	Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	Negative Regulation Of Nitrogen Compound Metabolic Process	0	4	0.0
