lib_name	descr	num_genes
GO_Biological_Process_2023_sample1000	Negative Regulation Of Stem Cell Differentiation (GO:2000737)	12
GO_Biological_Process_2023_sample1000	Glycoprotein Biosynthetic Process (GO:0009101)	80
GO_Biological_Process_2023_sample1000	Dosage Compensation (GO:0007549)	9
GO_Biological_Process_2023_sample1000	Vitamin D Metabolic Process (GO:0042359)	11
GO_Biological_Process_2023_sample1000	Negative Regulation Of Phospholipase Activity (GO:0010519)	7
GO_Biological_Process_2023_sample1000	Peptide Hormone Secretion (GO:0030072)	25
GO_Biological_Process_2023_sample1000	Positive Regulation Of Vascular Permeability (GO:0043117)	11
GO_Biological_Process_2023_sample1000	Kidney Morphogenesis (GO:0060993)	5
GO_Biological_Process_2023_sample1000	Chromosome Condensation (GO:0030261)	32
GO_Biological_Process_2023_sample1000	Ear Morphogenesis (GO:0042471)	24
GO_Biological_Process_2023_sample1000	Negative Regulation Of Developmental Process (GO:0051093)	109
GO_Biological_Process_2023_sample1000	Dopamine Uptake (GO:0090494)	7
GO_Biological_Process_2023_sample1000	Epidermis Development (GO:0008544)	85
GO_Biological_Process_2023_sample1000	Positive Regulation Of Chondrocyte Differentiation (GO:0032332)	10
GO_Biological_Process_2023_sample1000	Cellular Response To Growth Hormone Stimulus (GO:0071378)	11
GO_Biological_Process_2023_sample1000	Negative Regulation Of Transcription Regulatory Region DNA Binding (GO:2000678)	14
GO_Biological_Process_2023_sample1000	Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)	16
GO_Biological_Process_2023_sample1000	Positive Regulation Of Macrophage Chemotaxis (GO:0010759)	13
GO_Biological_Process_2023_sample1000	Cellular Response To Ionizing Radiation (GO:0071479)	52
GO_Biological_Process_2023_sample1000	Cytosolic Transport (GO:0016482)	127
GO_Biological_Process_2023_sample1000	Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244)	39
GO_Biological_Process_2023_sample1000	Adenine Nucleotide Transport (GO:0051503)	20
GO_Biological_Process_2023_sample1000	Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742)	33
GO_Biological_Process_2023_sample1000	Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033634)	5
GO_Biological_Process_2023_sample1000	Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)	27
GO_Biological_Process_2023_sample1000	Cellular Response To Superoxide (GO:0071451)	11
GO_Biological_Process_2023_sample1000	Regulation Of Acute Inflammatory Response (GO:0002673)	19
GO_Biological_Process_2023_sample1000	Negative Regulation Of Phagocytosis (GO:0050765)	15
GO_Biological_Process_2023_sample1000	Alpha-Linolenic Acid Metabolic Process (GO:0036109)	9
GO_Biological_Process_2023_sample1000	Regulation Of Mesenchymal Stem Cell Differentiation (GO:2000739)	7
GO_Biological_Process_2023_sample1000	Insulin Processing (GO:0030070)	5
GO_Biological_Process_2023_sample1000	Galactose Metabolic Process (GO:0006012)	6
GO_Biological_Process_2023_sample1000	Negative Regulation Of Focal Adhesion Assembly (GO:0051895)	15
GO_Biological_Process_2023_sample1000	Positive Regulation Of Calcineurin-Mediated Signaling (GO:0106058)	19
GO_Biological_Process_2023_sample1000	Response To Lithium Ion (GO:0010226)	5
GO_Biological_Process_2023_sample1000	Ammonium Transmembrane Transport (GO:0072488)	10
GO_Biological_Process_2023_sample1000	Phagocytosis, Engulfment (GO:0006911)	30
GO_Biological_Process_2023_sample1000	Negative Regulation Of Cell Migration (GO:0030336)	163
GO_Biological_Process_2023_sample1000	Positive Regulation Of Viral Genome Replication (GO:0045070)	29
GO_Biological_Process_2023_sample1000	Regulation Of Adiponectin Secretion (GO:0070163)	6
GO_Biological_Process_2023_sample1000	Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	21
GO_Biological_Process_2023_sample1000	DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)	43
GO_Biological_Process_2023_sample1000	Positive Regulation Of Erythrocyte Differentiation (GO:0045648)	26
GO_Biological_Process_2023_sample1000	Cardiolipin Biosynthetic Process (GO:0032049)	7
GO_Biological_Process_2023_sample1000	Cytoplasmic Sequestering Of Protein (GO:0051220)	13
GO_Biological_Process_2023_sample1000	Negative Regulation Of Biosynthetic Process (GO:0009890)	16
GO_Biological_Process_2023_sample1000	Positive Regulation Of Protein Localization To Endosome (GO:1905668)	8
GO_Biological_Process_2023_sample1000	Protein Sumoylation (GO:0016925)	46
GO_Biological_Process_2023_sample1000	Nuclear Pore Organization (GO:0006999)	14
GO_Biological_Process_2023_sample1000	Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035)	28
GO_Biological_Process_2023_sample1000	Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)	86
GO_Biological_Process_2023_sample1000	Regulation Of Extracellular Matrix Constituent Secretion (GO:0003330)	7
GO_Biological_Process_2023_sample1000	Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	64
GO_Biological_Process_2023_sample1000	Embryonic Organ Morphogenesis (GO:0048562)	44
GO_Biological_Process_2023_sample1000	Response To Interleukin-4 (GO:0070670)	9
GO_Biological_Process_2023_sample1000	Neurotransmitter Secretion (GO:0007269)	43
GO_Biological_Process_2023_sample1000	Mitochondrial RNA Processing (GO:0000963)	9
GO_Biological_Process_2023_sample1000	Pyrimidine Nucleotide-Sugar Transmembrane Transport (GO:0090481)	6
GO_Biological_Process_2023_sample1000	Ruffle Assembly (GO:0097178)	5
GO_Biological_Process_2023_sample1000	Negative Regulation Of Hydrolase Activity (GO:0051346)	47
GO_Biological_Process_2023_sample1000	Negative Regulation Of Cell Size (GO:0045792)	5
GO_Biological_Process_2023_sample1000	Regulation Of T Cell Activation (GO:0050863)	62
GO_Biological_Process_2023_sample1000	Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261)	52
GO_Biological_Process_2023_sample1000	Negative Regulation Of Calcineurin-Mediated Signaling (GO:0106057)	11
GO_Biological_Process_2023_sample1000	Organic Substance Transport (GO:0071702)	201
GO_Biological_Process_2023_sample1000	Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay (GO:0000184)	28
GO_Biological_Process_2023_sample1000	Cyclic Nucleotide Biosynthetic Process (GO:0009190)	19
GO_Biological_Process_2023_sample1000	Regulation Of Actin Filament Organization (GO:0110053)	12
GO_Biological_Process_2023_sample1000	Actin-Mediated Cell Contraction (GO:0070252)	9
GO_Biological_Process_2023_sample1000	Transcription-Dependent Tethering Of RNA Polymerase II Gene DNA At Nuclear Periphery (GO:0000972)	6
GO_Biological_Process_2023_sample1000	Spliceosomal Complex Assembly (GO:0000245)	62
GO_Biological_Process_2023_sample1000	Negative Regulation Of Protein Processing (GO:0010955)	15
GO_Biological_Process_2023_sample1000	Regulation Of Lipoprotein Lipase Activity (GO:0051004)	15
GO_Biological_Process_2023_sample1000	Positive Regulation By Host Of Viral Genome Replication (GO:0044829)	7
GO_Biological_Process_2023_sample1000	Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034)	7
GO_Biological_Process_2023_sample1000	Regulation Of Macroautophagy (GO:0016241)	96
GO_Biological_Process_2023_sample1000	Oogenesis (GO:0048477)	15
GO_Biological_Process_2023_sample1000	Microtubule Polymerization (GO:0046785)	34
GO_Biological_Process_2023_sample1000	Protein Autophosphorylation (GO:0046777)	162
GO_Biological_Process_2023_sample1000	Positive Regulation Of Actin Cytoskeleton Reorganization (GO:2000251)	8
GO_Biological_Process_2023_sample1000	Positive Regulation Of Transmembrane Transport (GO:0034764)	15
GO_Biological_Process_2023_sample1000	Foam Cell Differentiation (GO:0090077)	7
GO_Biological_Process_2023_sample1000	Alpha-Beta T Cell Activation (GO:0046631)	15
GO_Biological_Process_2023_sample1000	Positive Regulation Of Myelination (GO:0031643)	11
GO_Biological_Process_2023_sample1000	Hexose Transmembrane Transport (GO:0008645)	22
GO_Biological_Process_2023_sample1000	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	232
GO_Biological_Process_2023_sample1000	Positive Regulation Of Icosanoid Secretion (GO:0032305)	6
GO_Biological_Process_2023_sample1000	Multivesicular Body-Lysosome Fusion (GO:0061763)	9
GO_Biological_Process_2023_sample1000	Regulation Of Intracellular Protein Transport (GO:0033157)	36
GO_Biological_Process_2023_sample1000	Actin Filament-Based Transport (GO:0099515)	20
GO_Biological_Process_2023_sample1000	Negative Regulation Of Cyclase Activity (GO:0031280)	11
GO_Biological_Process_2023_sample1000	Aromatic Amino Acid Transport (GO:0015801)	7
GO_Biological_Process_2023_sample1000	Regulation Of Necroptotic Process (GO:0060544)	20
GO_Biological_Process_2023_sample1000	Negative Regulation Of Cell Cycle (GO:0045786)	85
GO_Biological_Process_2023_sample1000	Inositol Lipid-Mediated Signaling (GO:0048017)	33
GO_Biological_Process_2023_sample1000	Protein Localization To Microtubule Cytoskeleton (GO:0072698)	9
GO_Biological_Process_2023_sample1000	Enamel Mineralization (GO:0070166)	5
GO_Biological_Process_2023_sample1000	White Fat Cell Differentiation (GO:0050872)	6
GO_Biological_Process_2023_sample1000	Regulation Of Myoblast Differentiation (GO:0045661)	54
GO_Biological_Process_2023_sample1000	Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213)	12
GO_Biological_Process_2023_sample1000	Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716)	10
GO_Biological_Process_2023_sample1000	Axo-Dendritic Transport (GO:0008088)	5
GO_Biological_Process_2023_sample1000	His-Purkinje System Development (GO:0003164)	5
GO_Biological_Process_2023_sample1000	Positive Regulation Of Inflammatory Response (GO:0050729)	104
GO_Biological_Process_2023_sample1000	Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)	36
GO_Biological_Process_2023_sample1000	Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120)	8
GO_Biological_Process_2023_sample1000	Regulation Of Peptidyl-Cysteine S-nitrosylation (GO:2000169)	5
GO_Biological_Process_2023_sample1000	Regulation Of Cell Communication (GO:0010646)	49
GO_Biological_Process_2023_sample1000	Positive Regulation Of Biosynthetic Process (GO:0009891)	44
GO_Biological_Process_2023_sample1000	Negative Regulation Of Protein Polymerization (GO:0032272)	26
GO_Biological_Process_2023_sample1000	Histone H4-K8 Acetylation (GO:0043982)	15
GO_Biological_Process_2023_sample1000	Regulation Of Transposition (GO:0010528)	14
GO_Biological_Process_2023_sample1000	Negative Regulation Of Alpha-Beta T Cell Activation (GO:0046636)	10
GO_Biological_Process_2023_sample1000	Negative Regulation Of Mononuclear Cell Migration (GO:0071676)	12
GO_Biological_Process_2023_sample1000	Cilium Assembly (GO:0060271)	243
GO_Biological_Process_2023_sample1000	Vacuole Fusion (GO:0097576)	10
GO_Biological_Process_2023_sample1000	Response To Gonadotropin (GO:0034698)	5
GO_Biological_Process_2023_sample1000	Histone mRNA Catabolic Process (GO:0071044)	14
GO_Biological_Process_2023_sample1000	Regulation Of Macromolecule Metabolic Process (GO:0060255)	162
GO_Biological_Process_2023_sample1000	Modulation By Host Of Symbiont Process (GO:0051851)	42
GO_Biological_Process_2023_sample1000	Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	44
GO_Biological_Process_2023_sample1000	N-terminal Protein Amino Acid Acetylation (GO:0006474)	15
GO_Biological_Process_2023_sample1000	Cilium Movement (GO:0003341)	59
GO_Biological_Process_2023_sample1000	Atrioventricular Valve Morphogenesis (GO:0003181)	19
GO_Biological_Process_2023_sample1000	Positive Regulation Of Receptor Binding (GO:1900122)	5
GO_Biological_Process_2023_sample1000	Regulation Of Golgi Organization (GO:1903358)	16
GO_Biological_Process_2023_sample1000	Positive Regulation Of Protein Localization To Centrosome (GO:1904781)	6
GO_Biological_Process_2023_sample1000	Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141)	17
GO_Biological_Process_2023_sample1000	Regulation Of Actin Polymerization Or Depolymerization (GO:0008064)	27
GO_Biological_Process_2023_sample1000	Intrinsic Apoptotic Signaling Pathway In Response To Oxidative Stress (GO:0008631)	11
GO_Biological_Process_2023_sample1000	mRNA Methylation (GO:0080009)	15
GO_Biological_Process_2023_sample1000	Glycosylceramide Metabolic Process (GO:0006677)	5
GO_Biological_Process_2023_sample1000	Spinal Cord Dorsal/Ventral Patterning (GO:0021513)	6
GO_Biological_Process_2023_sample1000	Embryonic Hemopoiesis (GO:0035162)	13
GO_Biological_Process_2023_sample1000	Response To Misfolded Protein (GO:0051788)	8
GO_Biological_Process_2023_sample1000	Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894)	13
GO_Biological_Process_2023_sample1000	Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145)	7
GO_Biological_Process_2023_sample1000	Limb Development (GO:0060173)	28
GO_Biological_Process_2023_sample1000	Smooth Muscle Cell Differentiation (GO:0051145)	11
GO_Biological_Process_2023_sample1000	Negative Regulation Of Biomineral Tissue Development (GO:0070168)	21
GO_Biological_Process_2023_sample1000	Positive Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000096)	5
GO_Biological_Process_2023_sample1000	Melanosome Localization (GO:0032400)	18
GO_Biological_Process_2023_sample1000	Regulation Of Lipid Kinase Activity (GO:0043550)	11
GO_Biological_Process_2023_sample1000	Negative Regulation Of PERK-mediated Unfolded Protein Response (GO:1903898)	5
GO_Biological_Process_2023_sample1000	Regulation Of Intracellular Signal Transduction (GO:1902531)	297
GO_Biological_Process_2023_sample1000	Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	17
GO_Biological_Process_2023_sample1000	Positive Regulation Of Coagulation (GO:0050820)	11
GO_Biological_Process_2023_sample1000	Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340)	14
GO_Biological_Process_2023_sample1000	Regulation Of ER To Golgi Vesicle-Mediated Transport (GO:0060628)	9
GO_Biological_Process_2023_sample1000	Myofibril Assembly (GO:0030239)	46
GO_Biological_Process_2023_sample1000	Calcium Ion Transmembrane Transport (GO:0070588)	80
GO_Biological_Process_2023_sample1000	Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052)	31
GO_Biological_Process_2023_sample1000	Vascular Process In Circulatory System (GO:0003018)	12
GO_Biological_Process_2023_sample1000	Regulation Of Alpha-Beta T Cell Proliferation (GO:0046640)	7
GO_Biological_Process_2023_sample1000	Purine-Containing Compound Metabolic Process (GO:0072521)	7
GO_Biological_Process_2023_sample1000	mRNA Destabilization (GO:0061157)	43
GO_Biological_Process_2023_sample1000	Pulmonary Valve Morphogenesis (GO:0003184)	18
GO_Biological_Process_2023_sample1000	Response To Hepatocyte Growth Factor (GO:0035728)	6
GO_Biological_Process_2023_sample1000	Synaptic Vesicle Membrane Organization (GO:0048499)	14
GO_Biological_Process_2023_sample1000	Anoikis (GO:0043276)	8
GO_Biological_Process_2023_sample1000	Positive Regulation Of Phospholipase Activity (GO:0010518)	20
GO_Biological_Process_2023_sample1000	Negative Regulation Of Transcription Elongation By RNA Polymerase II (GO:0034244)	14
GO_Biological_Process_2023_sample1000	Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308)	17
GO_Biological_Process_2023_sample1000	Nucleobase Biosynthetic Process (GO:0046112)	6
GO_Biological_Process_2023_sample1000	Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)	5
GO_Biological_Process_2023_sample1000	Positive Regulation Of MAPK Cascade (GO:0043410)	310
GO_Biological_Process_2023_sample1000	Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	5
GO_Biological_Process_2023_sample1000	Positive Regulation Of Osteoblast Differentiation (GO:0045669)	44
GO_Biological_Process_2023_sample1000	Autophagosome-Lysosome Fusion (GO:0061909)	8
GO_Biological_Process_2023_sample1000	Response To Prostaglandin E (GO:0034695)	10
GO_Biological_Process_2023_sample1000	Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905897)	13
GO_Biological_Process_2023_sample1000	Heart Process (GO:0003015)	16
GO_Biological_Process_2023_sample1000	Regulation Of Protein Phosphorylation (GO:0001932)	265
GO_Biological_Process_2023_sample1000	Lipid Transport (GO:0006869)	108
GO_Biological_Process_2023_sample1000	Chitin Catabolic Process (GO:0006032)	5
GO_Biological_Process_2023_sample1000	Nuclear Polyadenylation-Dependent rRNA Catabolic Process (GO:0071035)	6
GO_Biological_Process_2023_sample1000	Insulin Receptor Signaling Pathway (GO:0008286)	47
GO_Biological_Process_2023_sample1000	Monoubiquitinated Protein Deubiquitination (GO:0035520)	33
GO_Biological_Process_2023_sample1000	Myeloid Cell Activation Involved In Immune Response (GO:0002275)	17
GO_Biological_Process_2023_sample1000	Presynaptic Membrane Organization (GO:0097090)	9
GO_Biological_Process_2023_sample1000	Mitochondrial Transport (GO:0006839)	53
GO_Biological_Process_2023_sample1000	Regulation Of Muscle System Process (GO:0090257)	11
GO_Biological_Process_2023_sample1000	Neuron Cell-Cell Adhesion (GO:0007158)	14
GO_Biological_Process_2023_sample1000	Vacuole Organization (GO:0007033)	6
GO_Biological_Process_2023_sample1000	Regulation Of Cardiac Muscle Hypertrophy (GO:0010611)	23
GO_Biological_Process_2023_sample1000	Negative Regulation Of Programmed Cell Death (GO:0043069)	381
GO_Biological_Process_2023_sample1000	Presynaptic Membrane Assembly (GO:0097105)	8
GO_Biological_Process_2023_sample1000	Positive Regulation Of Kidney Development (GO:0090184)	6
GO_Biological_Process_2023_sample1000	Positive Regulation Of TORC1 Signaling (GO:1904263)	27
GO_Biological_Process_2023_sample1000	Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	117
GO_Biological_Process_2023_sample1000	Protein Targeting To ER (GO:0045047)	23
GO_Biological_Process_2023_sample1000	Cellular Response To Hydroxyurea (GO:0072711)	8
GO_Biological_Process_2023_sample1000	Base-Excision Repair, Gap-Filling (GO:0006287)	12
GO_Biological_Process_2023_sample1000	Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336)	23
GO_Biological_Process_2023_sample1000	Negative Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900226)	13
GO_Biological_Process_2023_sample1000	Regulation Of Apoptotic Process (GO:0042981)	705
GO_Biological_Process_2023_sample1000	Regulation Of Cellular Response To Heat (GO:1900034)	15
GO_Biological_Process_2023_sample1000	Regulation Of T Cell Migration (GO:2000404)	23
GO_Biological_Process_2023_sample1000	Negative Regulation Of Leukocyte Degranulation (GO:0043301)	8
GO_Biological_Process_2023_sample1000	Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	17
GO_Biological_Process_2023_sample1000	Positive Regulation Of Neutrophil Migration (GO:1902624)	23
GO_Biological_Process_2023_sample1000	Muscle Cell Differentiation (GO:0042692)	37
GO_Biological_Process_2023_sample1000	Focal Adhesion Assembly (GO:0048041)	21
GO_Biological_Process_2023_sample1000	Positive Regulation Of Hemoglobin Biosynthetic Process (GO:0046985)	5
GO_Biological_Process_2023_sample1000	Membrane Repolarization (GO:0086009)	18
GO_Biological_Process_2023_sample1000	mRNA Modification (GO:0016556)	27
GO_Biological_Process_2023_sample1000	Positive Regulation Of Heart Contraction (GO:0045823)	21
GO_Biological_Process_2023_sample1000	Ruffle Organization (GO:0031529)	16
GO_Biological_Process_2023_sample1000	Regulation Of T Cell Differentiation (GO:0045580)	47
GO_Biological_Process_2023_sample1000	Protein Targeting To Lysosome (GO:0006622)	26
GO_Biological_Process_2023_sample1000	Thiamine-Containing Compound Metabolic Process (GO:0042723)	5
GO_Biological_Process_2023_sample1000	DNA Methylation-Dependent Heterochromatin Formation (GO:0006346)	11
GO_Biological_Process_2023_sample1000	Cellular Response To Bacterial Lipopeptide (GO:0071221)	6
GO_Biological_Process_2023_sample1000	Positive Regulation Of Calcium Ion Transport (GO:0051928)	29
GO_Biological_Process_2023_sample1000	Pteridine-Containing Compound Metabolic Process (GO:0042558)	5
GO_Biological_Process_2023_sample1000	Response To Steroid Hormone (GO:0048545)	29
GO_Biological_Process_2023_sample1000	Regulation Of Blood Vessel Remodeling (GO:0060312)	5
GO_Biological_Process_2023_sample1000	Postsynapse Organization (GO:0099173)	7
GO_Biological_Process_2023_sample1000	Establishment Of Skin Barrier (GO:0061436)	19
GO_Biological_Process_2023_sample1000	Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552)	26
GO_Biological_Process_2023_sample1000	Heparan Sulfate Proteoglycan Biosynthetic Process (GO:0015012)	23
GO_Biological_Process_2023_sample1000	Negative Regulation Of Macrophage Migration (GO:1905522)	7
GO_Biological_Process_2023_sample1000	Mitochondrial RNA Metabolic Process (GO:0000959)	20
GO_Biological_Process_2023_sample1000	Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212)	32
GO_Biological_Process_2023_sample1000	Muscle Contraction (GO:0006936)	94
GO_Biological_Process_2023_sample1000	Hexose Biosynthetic Process (GO:0019319)	35
GO_Biological_Process_2023_sample1000	Cellular Response To Type III Interferon (GO:0071358)	10
GO_Biological_Process_2023_sample1000	Heart Trabecula Formation (GO:0060347)	6
GO_Biological_Process_2023_sample1000	Regulation Of Interleukin-10 Production (GO:0032653)	46
GO_Biological_Process_2023_sample1000	Negative Regulation Of Nitrogen Compound Metabolic Process (GO:0051172)	11
GO_Biological_Process_2023_sample1000	Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732)	30
GO_Biological_Process_2023_sample1000	protein-RNA Complex Disassembly (GO:0032988)	7
GO_Biological_Process_2023_sample1000	Catecholamine Catabolic Process (GO:0042424)	7
GO_Biological_Process_2023_sample1000	Negative Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045869)	14
GO_Biological_Process_2023_sample1000	Positive Regulation Of TOR Signaling (GO:0032008)	47
GO_Biological_Process_2023_sample1000	Box C/D snoRNP Assembly (GO:0000492)	8
GO_Biological_Process_2023_sample1000	Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)	8
GO_Biological_Process_2023_sample1000	Monoatomic Cation Transmembrane Transport (GO:0098655)	281
GO_Biological_Process_2023_sample1000	Myeloid Leukocyte Mediated Immunity (GO:0002444)	7
GO_Biological_Process_2023_sample1000	Protein Retention In ER Lumen (GO:0006621)	7
GO_Biological_Process_2023_sample1000	Vacuolar Acidification (GO:0007035)	29
GO_Biological_Process_2023_sample1000	Regulation Of Macrophage Cytokine Production (GO:0010935)	13
GO_Biological_Process_2023_sample1000	Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	17
GO_Biological_Process_2023_sample1000	Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894)	7
GO_Biological_Process_2023_sample1000	Regulation Of Protein-Containing Complex Disassembly (GO:0043244)	19
GO_Biological_Process_2023_sample1000	Defense Response To Gram-negative Bacterium (GO:0050829)	75
GO_Biological_Process_2023_sample1000	Cleavage Furrow Formation (GO:0036089)	6
GO_Biological_Process_2023_sample1000	Positive Regulation Of Epithelial Cell Migration (GO:0010634)	95
GO_Biological_Process_2023_sample1000	Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	19
GO_Biological_Process_2023_sample1000	Sodium Ion Import Across Plasma Membrane (GO:0098719)	21
GO_Biological_Process_2023_sample1000	ncRNA Processing (GO:0034470)	100
GO_Biological_Process_2023_sample1000	Cellular Hyperosmotic Response (GO:0071474)	6
GO_Biological_Process_2023_sample1000	Positive Regulation Of Cell Motility (GO:2000147)	221
GO_Biological_Process_2023_sample1000	Transcription By RNA Polymerase III (GO:0006383)	28
GO_Biological_Process_2023_sample1000	Megakaryocyte Development (GO:0035855)	10
GO_Biological_Process_2023_sample1000	Mitochondrial Electron Transport, Ubiquinol To Cytochrome C (GO:0006122)	12
GO_Biological_Process_2023_sample1000	C-terminal Protein Amino Acid Modification (GO:0018410)	12
GO_Biological_Process_2023_sample1000	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	21
GO_Biological_Process_2023_sample1000	Myoblast Differentiation (GO:0045445)	20
GO_Biological_Process_2023_sample1000	Morphogenesis Of An Epithelium (GO:0002009)	29
GO_Biological_Process_2023_sample1000	Cellular Response To Magnesium Ion (GO:0071286)	5
GO_Biological_Process_2023_sample1000	V(D)J Recombination (GO:0033151)	12
GO_Biological_Process_2023_sample1000	Positive Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:1905168)	36
GO_Biological_Process_2023_sample1000	Regulation Of Megakaryocyte Differentiation (GO:0045652)	19
GO_Biological_Process_2023_sample1000	DNA-templated Transcription Elongation (GO:0006354)	26
GO_Biological_Process_2023_sample1000	Adrenergic Receptor Signaling Pathway (GO:0071875)	18
GO_Biological_Process_2023_sample1000	Long-Chain Fatty Acid Metabolic Process (GO:0001676)	78
GO_Biological_Process_2023_sample1000	Lytic Vacuole Organization (GO:0080171)	36
GO_Biological_Process_2023_sample1000	Inorganic Cation Transmembrane Transport (GO:0098662)	284
GO_Biological_Process_2023_sample1000	Very Long-Chain Fatty Acid Biosynthetic Process (GO:0042761)	12
GO_Biological_Process_2023_sample1000	Positive Regulation Of Platelet Activation (GO:0010572)	9
GO_Biological_Process_2023_sample1000	Regulation Of Androgen Receptor Signaling Pathway (GO:0060765)	27
GO_Biological_Process_2023_sample1000	Regulation Of Mitochondrial Membrane Permeability (GO:0046902)	18
GO_Biological_Process_2023_sample1000	Folic Acid Metabolic Process (GO:0046655)	12
GO_Biological_Process_2023_sample1000	Positive Regulation Of Synaptic Transmission, GABAergic (GO:0032230)	7
GO_Biological_Process_2023_sample1000	Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)	29
GO_Biological_Process_2023_sample1000	Leucine Transport (GO:0015820)	9
GO_Biological_Process_2023_sample1000	Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898)	18
GO_Biological_Process_2023_sample1000	Calcium Ion-Regulated Exocytosis Of Neurotransmitter (GO:0048791)	14
GO_Biological_Process_2023_sample1000	Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	25
GO_Biological_Process_2023_sample1000	Leukotriene D4 Biosynthetic Process (GO:1901750)	9
GO_Biological_Process_2023_sample1000	Regulation Of Centrosome Duplication (GO:0010824)	31
GO_Biological_Process_2023_sample1000	Regulation Of Type I Interferon Production (GO:0032479)	59
GO_Biological_Process_2023_sample1000	Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	15
GO_Biological_Process_2023_sample1000	N-terminal Peptidyl-Methionine Acetylation (GO:0017196)	7
GO_Biological_Process_2023_sample1000	Glomerular Filtration (GO:0003094)	13
GO_Biological_Process_2023_sample1000	Regulation Of Serine-Type Endopeptidase Activity (GO:1900003)	5
GO_Biological_Process_2023_sample1000	Regulation Of Cell Cycle Process (GO:0010564)	130
GO_Biological_Process_2023_sample1000	Negative Regulation Of Fibroblast Migration (GO:0010764)	5
GO_Biological_Process_2023_sample1000	Receptor Guanylyl Cyclase Signaling Pathway (GO:0007168)	9
GO_Biological_Process_2023_sample1000	Contact Inhibition (GO:0060242)	5
GO_Biological_Process_2023_sample1000	Regulation Of Neuron Apoptotic Process (GO:0043523)	105
GO_Biological_Process_2023_sample1000	Notochord Development (GO:0030903)	5
GO_Biological_Process_2023_sample1000	Hexose Import Across Plasma Membrane (GO:0140271)	5
GO_Biological_Process_2023_sample1000	Negative Regulation Of Lymphocyte Activation (GO:0051250)	23
GO_Biological_Process_2023_sample1000	Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220)	6
GO_Biological_Process_2023_sample1000	Glycerol Transmembrane Transport (GO:0015793)	8
GO_Biological_Process_2023_sample1000	T-helper 1 Cell Differentiation (GO:0045063)	5
